iter	Passed	Remaining
4744	27927	89785
4745	27932	89778
4746	27938	89771
4747	27943	89764
4748	27949	89757
4749	27954	89749
4750	27960	89743
4751	27966	89736
4752	27971	89729
4753	27977	89722
4754	27983	89716
4755	27988	89709
4756	27994	89703
4757	28000	89696
4758	28005	89690
4759	28011	89685
4760	28018	89680
4761	28024	89674
4762	28029	89668
4763	28035	89661
4764	28041	89655
4765	28046	89648
4766	28052	89641
4767	28057	89634
4768	28063	89627
4769	28069	89621
4770	28076	89618
4771	28081	89611
4772	28087	89607
4773	28095	89606
4774	28101	89601
4775	28107	89595
4776	28113	89589
4777	28119	89583
4778	28125	89577
4779	28130	89571
4780	28136	89564
4781	28141	89557
4782	28147	89550
4783	28153	89544
4784	28158	89537
4785	28164	89530
4786	28169	89523
4787	28175	89516
4788	28181	89509
4789	28186	89502
4790	28192	89496
4791	28197	89489
4792	28203	89482
4793	28209	89476
4794	28214	89469
4795	28220	89463
4796	28226	89457
4797	28232	89453
4798	28239	89450
4799	28245	89443
4800	28251	89437
4801	28256	89430
4802	28262	89424
4803	28268	89418
4804	28274	89411
4805	28279	89406
4806	28286	89401
4807	28293	89400
4808	28300	89398
4809	28306	89391
4810	28312	89385
4811	28317	89378
4812	28323	89371
4813	28328	89364
4814	28334	89358
4815	28340	89351
4816	28345	89345
4817	28351	89338
4818	28357	89331
4819	28362	89325
4820	28368	89318
4821	28374	89312
4822	28380	89306
4823	28385	89300
4824	28391	89294
4825	28397	89286
4826	28402	89280
4827	28408	89274
4828	28414	89267
4829	28419	89260
4830	28425	89253
4831	28431	89247
4832	28436	89240
4833	28442	89233
4834	28448	89228
4835	28454	89222
4836	28460	89216
4837	28465	89209
4838	28471	89203
4839	28477	89196
4840	28483	89193
4841	28490	89190
4842	28497	89188
4843	28503	89182
4844	28509	89176
4845	28515	89170
4846	28521	89165
4847	28527	89160
4848	28533	89153
4849	28538	89146
4850	28544	89140
4851	28549	89133
4852	28555	89126
4853	28561	89120
4854	28566	89113
4855	28572	89106
4856	28578	89100
4857	28583	89093
4858	28589	89086
4859	28595	89080
4860	28600	89073
4861	28606	89068
4862	28612	89061
4863	28617	89054
4864	28623	89047
4865	28628	89040
4866	28634	89034
4867	28640	89027
4868	28646	89021
4869	28651	89014
4870	28657	89007
4871	28662	89000
4872	28669	88997
4873	28675	88990
4874	28682	88988
4875	28689	88987
4876	28695	88981
4877	28701	88977
4878	28707	88969
4879	28712	88963
4880	28719	88958
4881	28725	88952
4882	28731	88947
4883	28736	88940
4884	28742	88934
4885	28748	88927
4886	28753	88921
4887	28759	88913
4888	28764	88906
4889	28770	88899
4890	28775	88892
4891	28781	88885
4892	28787	88879
4893	28792	88872
4894	28798	88866
4895	28804	88859
4896	28809	88853
4897	28815	88845
4898	28820	88839
4899	28826	88832
4900	28832	88827
4901	28837	88819
4902	28843	88812
4903	28848	88805
4904	28854	88798
4905	28860	88791
4906	28865	88784
4907	28871	88778
4908	28876	88771
4909	28884	88772
4910	28891	88768
4911	28897	88762
4912	28902	88755
4913	28908	88749
4914	28914	88744
4915	28920	88738
4916	28926	88731
4917	28931	88724
4918	28937	88718
4919	28943	88711
4920	28948	88704
4921	28954	88699
4922	28960	88692
4923	28965	88685
4924	28971	88678
4925	28976	88672
4926	28982	88666
4927	28988	88659
4928	28993	88652
4929	28999	88645
4930	29004	88638
4931	29010	88630
4932	29015	88624
4933	29021	88618
4934	29027	88613
4935	29033	88606
4936	29039	88599
4937	29045	88593
4938	29050	88587
4939	29056	88580
4940	29062	88574
4941	29067	88568
4942	29073	88561
4943	29079	88554
4944	29086	88553
4945	29093	88551
4946	29099	88544
4947	29105	88538
4948	29111	88533
4949	29116	88526
4950	29122	88520
4951	29128	88514
4952	29134	88508
4953	29139	88500
4954	29145	88493
4955	29150	88487
4956	29156	88481
4957	29162	88474
4958	29167	88467
4959	29173	88460
4960	29178	88454
4961	29184	88447
4962	29190	88441
4963	29196	88435
4964	29201	88428
4965	29207	88422
4966	29213	88415
4967	29218	88409
4968	29224	88402
4969	29230	88396
4970	29235	88390
4971	29241	88383
4972	29247	88376
4973	29252	88370
4974	29260	88368
4975	29265	88362
4976	29271	88355
4977	29277	88351
4978	29284	88346
4979	29291	88346
4980	29298	88342
4981	29304	88335
4982	29310	88331
4983	29316	88325
4984	29322	88320
4985	29328	88313
4986	29333	88306
4987	29339	88300
4988	29345	88294
4989	29350	88287
4990	29356	88280
4991	29361	88274
4992	29367	88267
4993	29373	88262
4994	29379	88256
4995	29385	88249
4996	29390	88242
4997	29396	88235
4998	29401	88228
4999	29407	88222
5000	29412	88215
5001	29418	88209
5002	29424	88203
5003	29430	88197
5004	29435	88190
5005	29441	88183
5006	29447	88176
5007	29453	88170
5008	29458	88165
5009	29465	88160
5010	29471	88155
5011	29477	88148
5012	29483	88143
5013	29488	88136
5014	29495	88134
5015	29503	88134
5016	29510	88130
5017	29515	88123
5018	29521	88118
5019	29527	88111
5020	29533	88105
5021	29538	88098
5022	29544	88093
5023	29550	88086
5024	29556	88079
5025	29561	88073
5026	29567	88068
5027	29573	88060
5028	29578	88053
5029	29584	88047
5030	29590	88041
5031	29595	88034
5032	29601	88029
5033	29607	88022
5034	29613	88016
5035	29618	88009
5036	29624	88004
5037	29630	87997
5038	29635	87990
5039	29641	87984
5040	29647	87977
5041	29653	87971
5042	29659	87965
5043	29664	87959
5044	29670	87952
5045	29676	87946
5046	29682	87940
5047	29687	87933
5048	29694	87931
5049	29700	87926
5050	29709	87928
5051	29716	87925
5052	29722	87919
5053	29727	87913
5054	29733	87906
5055	29739	87899
5056	29744	87892
5057	29750	87886
5058	29755	87878
5059	29761	87872
5060	29766	87865
5061	29772	87858
5062	29778	87852
5063	29783	87846
5064	29789	87839
5065	29796	87837
5066	29802	87830
5067	29807	87823
5068	29813	87817
5069	29818	87810
5070	29825	87804
5071	29830	87797
5072	29836	87791
5073	29841	87784
5074	29847	87777
5075	29852	87770
5076	29858	87764
5077	29864	87758
5078	29869	87751
5079	29875	87744
5080	29880	87737
5081	29887	87732
5082	29893	87728
5083	29900	87724
5084	29908	87725
5085	29914	87720
5086	29920	87713
5087	29925	87707
5088	29931	87701
5089	29938	87698
5090	29944	87693
5091	29950	87687
5092	29956	87681
5093	29962	87675
5094	29968	87669
5095	29973	87662
5096	29979	87657
5097	29985	87651
5098	29991	87644
5099	29996	87638
5100	30002	87631
5101	30008	87624
5102	30014	87619
5103	30019	87612
5104	30025	87604
5105	30031	87600
5106	30037	87593
5107	30042	87587
5108	30048	87580
5109	30053	87573
5110	30059	87566
5111	30064	87559
5112	30070	87552
5113	30075	87544
5114	30081	87539
5115	30087	87533
5116	30093	87528
5117	30100	87525
5118	30107	87522
5119	30113	87516
5120	30118	87509
5121	30124	87503
5122	30130	87497
5123	30136	87491
5124	30141	87484
5125	30147	87478
5126	30153	87471
5127	30158	87465
5128	30164	87459
5129	30170	87452
5130	30175	87445
5131	30181	87440
5132	30187	87433
5133	30193	87427
5134	30198	87420
5135	30204	87413
5136	30210	87407
5137	30215	87401
5138	30221	87394
5139	30227	87387
5140	30232	87380
5141	30238	87374
5142	30243	87367
5143	30249	87361
5144	30255	87354
5145	30260	87347
5146	30266	87340
5147	30271	87334
5148	30277	87327
5149	30283	87321
5150	30288	87314
5151	30296	87314
5152	30303	87310
5153	30309	87305
5154	30315	87300
5155	30321	87293
5156	30327	87288
5157	30333	87283
5158	30338	87275
5159	30344	87269
5160	30350	87263
5161	30356	87257
5162	30361	87251
5163	30367	87244
5164	30373	87239
5165	30379	87232
5166	30384	87226
5167	30390	87219
5168	30396	87213
5169	30402	87208
5170	30407	87201
5171	30413	87195
5172	30419	87190
5173	30425	87184
5174	30431	87177
5175	30437	87172
5176	30442	87165
5177	30448	87158
5178	30454	87152
5179	30459	87145
5180	30465	87139
5181	30471	87133
5182	30476	87126
5183	30482	87119
5184	30487	87112
5185	30494	87109
5186	30502	87109
5187	30508	87104
5188	30514	87097
5189	30520	87092
5190	30526	87086
5191	30531	87079
5192	30537	87072
5193	30543	87066
5194	30548	87059
5195	30554	87052
5196	30559	87046
5197	30566	87041
5198	30571	87034
5199	30577	87028
5200	30583	87022
5201	30588	87015
5202	30594	87010
5203	30600	87004
5204	30606	86998
5205	30612	86991
5206	30617	86984
5207	30624	86979
5208	30629	86974
5209	30635	86967
5210	30641	86961
5211	30648	86958
5212	30654	86954
5213	30660	86947
5214	30665	86940
5215	30671	86933
5216	30677	86927
5217	30682	86921
5218	30688	86914
5219	30696	86913
5220	30703	86912
5221	30709	86905
5222	30715	86900
5223	30720	86893
5224	30727	86888
5225	30732	86882
5226	30738	86875
5227	30744	86869
5228	30749	86862
5229	30755	86856
5230	30761	86851
5231	30767	86845
5232	30773	86838
5233	30778	86831
5234	30784	86825
5235	30790	86821
5236	30796	86814
5237	30802	86808
5238	30808	86803
5239	30813	86796
5240	30819	86789
5241	30824	86782
5242	30830	86776
5243	30836	86769
5244	30841	86762
5245	30847	86756
5246	30853	86749
5247	30859	86744
5248	30865	86739
5249	30870	86732
5250	30876	86727
5251	30882	86720
5252	30888	86714
5253	30896	86715
5254	30905	86716
5255	30912	86714
5256	30918	86709
5257	30923	86702
5258	30929	86695
5259	30935	86689
5260	30941	86683
5261	30947	86677
5262	30952	86671
5263	30958	86665
5264	30964	86658
5265	30969	86651
5266	30975	86644
5267	30980	86637
5268	30986	86631
5269	30992	86626
5270	30998	86619
5271	31003	86613
5272	31009	86606
5273	31015	86599
5274	31020	86592
5275	31026	86585
5276	31031	86579
5277	31037	86572
5278	31042	86566
5279	31048	86559
5280	31054	86552
5281	31059	86545
5282	31065	86539
5283	31070	86532
5284	31076	86526
5285	31082	86519
5286	31087	86513
5287	31094	86508
5288	31101	86506
5289	31108	86504
5290	31114	86499
5291	31120	86493
5292	31126	86486
5293	31131	86480
5294	31137	86474
5295	31143	86467
5296	31149	86461
5297	31155	86456
5298	31160	86449
5299	31166	86443
5300	31172	86437
5301	31178	86431
5302	31184	86426
5303	31190	86420
5304	31196	86414
5305	31201	86408
5306	31207	86401
5307	31213	86394
5308	31218	86388
5309	31224	86381
5310	31229	86374
5311	31235	86368
5312	31241	86363
5313	31247	86357
5314	31253	86351
5315	31259	86346
5316	31265	86339
5317	31271	86333
5318	31277	86327
5319	31282	86321
5320	31288	86314
5321	31295	86313
5322	31302	86308
5323	31307	86302
5324	31313	86295
5325	31319	86289
5326	31324	86282
5327	31330	86277
5328	31336	86271
5329	31342	86266
5330	31349	86261
5331	31354	86255
5332	31360	86248
5333	31366	86241
5334	31371	86234
5335	31377	86228
5336	31382	86222
5337	31388	86216
5338	31394	86210
5339	31399	86202
5340	31405	86196
5341	31411	86190
5342	31416	86183
5343	31422	86177
5344	31428	86170
5345	31434	86165
5346	31440	86159
5347	31445	86152
5348	31451	86146
5349	31457	86141
5350	31463	86134
5351	31468	86127
5352	31474	86120
5353	31479	86113
5354	31485	86107
5355	31491	86102
5356	31500	86103
5357	31505	86097
5358	31511	86090
5359	31517	86084
5360	31522	86077
5361	31528	86070
5362	31533	86064
5363	31539	86057
5364	31545	86051
5365	31550	86044
5366	31556	86037
5367	31562	86031
5368	31567	86024
5369	31573	86018
5370	31579	86011
5371	31584	86005
5372	31590	85998
5373	31595	85991
5374	31601	85985
5375	31607	85979
5376	31613	85973
5377	31618	85966
5378	31624	85961
5379	31630	85954
5380	31636	85948
5381	31641	85942
5382	31647	85936
5383	31653	85930
5384	31659	85924
5385	31665	85917
5386	31670	85910
5387	31676	85904
5388	31681	85898
5389	31687	85891
5390	31695	85892
5391	31701	85885
5392	31707	85880
5393	31714	85878
5394	31720	85871
5395	31726	85867
5396	31732	85860
5397	31738	85853
5398	31743	85847
5399	31749	85840
5400	31754	85834
5401	31760	85827
5402	31766	85821
5403	31771	85814
5404	31777	85808
5405	31783	85802
5406	31789	85795
5407	31794	85788
5408	31800	85783
5409	31806	85778
5410	31813	85774
5411	31819	85768
5412	31824	85761
5413	31830	85755
5414	31836	85750
5415	31842	85743
5416	31847	85737
5417	31854	85733
5418	31860	85726
5419	31865	85720
5420	31871	85715
5421	31877	85708
5422	31883	85701
5423	31889	85696
5424	31896	85694
5425	31907	85700
5426	31912	85694
5427	31918	85688
5428	31924	85682
5429	31930	85677
5430	31936	85671
5431	31942	85665
5432	31947	85659
5433	31953	85652
5434	31958	85645
5435	31964	85638
5436	31969	85631
5437	31975	85624
5438	31980	85617
5439	31986	85611
5440	31992	85605
5441	31998	85599
5442	32004	85593
5443	32010	85587
5444	32015	85580
5445	32021	85575
5446	32027	85569
5447	32033	85563
5448	32039	85557
5449	32044	85550
5450	32050	85543
5451	32056	85538
5452	32061	85531
5453	32067	85525
5454	32072	85517
5455	32078	85511
5456	32084	85504
5457	32089	85497
5458	32096	85493
5459	32103	85492
5460	32110	85488
5461	32116	85482
5462	32121	85475
5463	32127	85469
5464	32133	85462
5465	32138	85456
5466	32144	85450
5467	32150	85443
5468	32155	85436
5469	32161	85430
5470	32167	85425
5471	32173	85419
5472	32178	85412
5473	32184	85405
5474	32189	85398
5475	32195	85392
5476	32201	85385
5477	32206	85379
5478	32213	85375
5479	32219	85369
5480	32224	85362
5481	32230	85355
5482	32236	85349
5483	32241	85343
5484	32247	85337
5485	32253	85331
5486	32259	85324
5487	32265	85318
5488	32270	85312
5489	32276	85306
5490	32282	85300
5491	32288	85294
5492	32294	85290
5493	32302	85289
5494	32310	85288
5495	32316	85282
5496	32321	85276
5497	32327	85269
5498	32333	85263
5499	32338	85257
5500	32344	85250
5501	32349	85243
5502	32355	85236
5503	32361	85230
5504	32367	85224
5505	32372	85218
5506	32378	85211
5507	32384	85205
5508	32389	85198
5509	32395	85191
5510	32400	85185
5511	32406	85179
5512	32412	85174
5513	32418	85168
5514	32424	85162
5515	32430	85155
5516	32436	85150
5517	32441	85142
5518	32447	85136
5519	32452	85129
5520	32458	85123
5521	32463	85116
5522	32470	85111
5523	32475	85104
5524	32481	85098
5525	32487	85093
5526	32495	85091
5527	32501	85087
5528	32507	85081
5529	32513	85075
5530	32519	85069
5531	32524	85063
5532	32531	85060
5533	32537	85053
5534	32543	85047
5535	32548	85041
5536	32554	85034
5537	32560	85028
5538	32566	85022
5539	32571	85016
5540	32577	85009
5541	32583	85003
5542	32589	84998
5543	32595	84992
5544	32600	84986
5545	32606	84979
5546	32612	84973
5547	32617	84966
5548	32624	84961
5549	32629	84955
5550	32635	84948
5551	32641	84942
5552	32646	84935
5553	32652	84928
5554	32657	84922
5555	32663	84915
5556	32668	84908
5557	32674	84901
5558	32680	84896
5559	32686	84889
5560	32691	84883
5561	32700	84884
5562	32706	84880
5563	32713	84876
5564	32718	84869
5565	32724	84862
5566	32730	84856
5567	32735	84849
5568	32741	84843
5569	32747	84837
5570	32752	84830
5571	32758	84823
5572	32764	84817
5573	32770	84811
5574	32775	84805
5575	32781	84799
5576	32786	84792
5577	32792	84785
5578	32798	84779
5579	32803	84772
5580	32809	84767
5581	32815	84761
5582	32821	84755
5583	32827	84748
5584	32832	84742
5585	32838	84736
5586	32844	84730
5587	32851	84726
5588	32856	84720
5589	32862	84713
5590	32868	84708
5591	32874	84701
5592	32879	84695
5593	32885	84688
5594	32893	84688
5595	32901	84688
5596	32909	84686
5597	32914	84679
5598	32920	84673
5599	32926	84668
5600	32932	84661
5601	32937	84654
5602	32943	84649
5603	32949	84643
5604	32955	84636
5605	32960	84630
5606	32966	84623
5607	32972	84617
5608	32977	84610
5609	32983	84604
5610	32989	84598
5611	32995	84592
5612	33000	84586
5613	33006	84580
5614	33013	84575
5615	33018	84569
5616	33024	84562
5617	33030	84556
5618	33035	84550
5619	33041	84543
5620	33047	84537
5621	33052	84531
5622	33058	84524
5623	33064	84518
5624	33069	84511
5625	33075	84505
5626	33080	84498
5627	33086	84492
5628	33095	84493
5629	33102	84491
5630	33108	84484
5631	33115	84481
5632	33120	84475
5633	33126	84468
5634	33132	84463
5635	33138	84456
5636	33144	84451
5637	33150	84444
5638	33155	84438
5639	33161	84431
5640	33166	84425
5641	33172	84419
5642	33178	84412
5643	33184	84406
5644	33189	84399
5645	33195	84393
5646	33201	84387
5647	33206	84381
5648	33212	84374
5649	33218	84368
5650	33223	84362
5651	33229	84356
5652	33235	84349
5653	33241	84343
5654	33246	84336
5655	33252	84330
5656	33258	84324
5657	33263	84317
5658	33269	84311
5659	33275	84305
5660	33281	84299
5661	33286	84293
5662	33293	84288
5663	33302	84290
5664	33309	84287
5665	33315	84282
5666	33320	84275
5667	33326	84269
5668	33332	84262
5669	33337	84255
5670	33343	84249
5671	33349	84242
5672	33354	84236
5673	33360	84230
5674	33366	84224
5675	33372	84218
5676	33377	84211
5677	33383	84205
5678	33388	84198
5679	33395	84193
5680	33400	84186
5681	33406	84179
5682	33412	84173
5683	33417	84167
5684	33423	84161
5685	33429	84154
5686	33434	84148
5687	33440	84142
5688	33446	84135
5689	33451	84129
5690	33457	84122
5691	33463	84116
5692	33468	84109
5693	33474	84103
5694	33480	84096
5695	33485	84089
5696	33492	84085
5697	33497	84079
5698	33503	84074
5699	33509	84067
5700	33515	84061
5701	33521	84055
5702	33526	84048
5703	33532	84042
5704	33538	84036
5705	33543	84030
5706	33549	84024
5707	33555	84018
5708	33561	84011
5709	33566	84005
5710	33572	83999
5711	33578	83993
5712	33584	83987
5713	33589	83980
5714	33595	83974
5715	33601	83969
5716	33607	83962
5717	33613	83956
5718	33618	83950
5719	33624	83943
5720	33630	83938
5721	33636	83931
5722	33641	83925
5723	33648	83920
5724	33653	83913
5725	33659	83908
5726	33665	83902
5727	33671	83896
5728	33677	83889
5729	33683	83884
5730	33690	83881
5731	33696	83875
5732	33701	83869
5733	33709	83868
5734	33715	83861
5735	33721	83855
5736	33726	83849
5737	33732	83843
5738	33738	83837
5739	33744	83830
5740	33750	83825
5741	33756	83819
5742	33761	83813
5743	33767	83806
5744	33772	83800
5745	33778	83794
5746	33784	83787
5747	33789	83780
5748	33795	83774
5749	33801	83768
5750	33807	83762
5751	33812	83755
5752	33818	83749
5753	33824	83743
5754	33829	83737
5755	33835	83730
5756	33841	83724
5757	33847	83718
5758	33852	83711
5759	33858	83705
5760	33864	83699
5761	33869	83692
5762	33875	83686
5763	33881	83680
5764	33887	83676
5765	33894	83672
5766	33905	83678
5767	33911	83673
5768	33917	83667
5769	33923	83662
5770	33929	83655
5771	33934	83648
5772	33940	83643
5773	33945	83636
5774	33952	83631
5775	33958	83625
5776	33964	83619
5777	33970	83614
5778	33975	83608
5779	33981	83601
5780	33987	83595
5781	33993	83589
5782	33998	83582
5783	34004	83576
5784	34009	83569
5785	34015	83563
5786	34021	83557
5787	34027	83552
5788	34032	83545
5789	34038	83538
5790	34044	83532
5791	34049	83525
5792	34055	83519
5793	34061	83512
5794	34067	83507
5795	34072	83501
5796	34078	83494
5797	34085	83491
5798	34091	83485
5799	34098	83483
5800	34105	83479
5801	34111	83473
5802	34117	83467
5803	34123	83461
5804	34128	83455
5805	34134	83448
5806	34140	83442
5807	34145	83436
5808	34151	83430
5809	34157	83424
5810	34163	83418
5811	34168	83411
5812	34174	83405
5813	34180	83399
5814	34186	83393
5815	34191	83386
5816	34197	83379
5817	34202	83373
5818	34208	83366
5819	34214	83360
5820	34219	83353
5821	34225	83347
5822	34230	83340
5823	34236	83333
5824	34242	83327
5825	34247	83321
5826	34253	83314
5827	34258	83307
5828	34264	83302
5829	34270	83295
5830	34276	83290
5831	34283	83287
5832	34290	83283
5833	34297	83281
5834	34304	83276
5835	34309	83270
5836	34315	83263
5837	34321	83257
5838	34326	83251
5839	34332	83245
5840	34338	83238
5841	34343	83231
5842	34349	83226
5843	34355	83220
5844	34361	83213
5845	34367	83207
5846	34372	83201
5847	34378	83194
5848	34384	83188
5849	34390	83182
5850	34395	83176
5851	34401	83170
5852	34407	83164
5853	34413	83158
5854	34419	83152
5855	34424	83145
5856	34430	83139
5857	34435	83132
5858	34441	83127
5859	34447	83120
5860	34453	83114
5861	34458	83107
5862	34464	83101
5863	34470	83094
5864	34475	83088
5865	34481	83083
5866	34489	83081
5867	34495	83076
5868	34501	83070
5869	34507	83064
5870	34512	83057
5871	34518	83051
5872	34524	83045
5873	34530	83039
5874	34536	83033
5875	34541	83027
5876	34547	83020
5877	34553	83014
5878	34558	83007
5879	34564	83001
5880	34569	82994
5881	34575	82988
5882	34581	82981
5883	34586	82974
5884	34592	82968
5885	34597	82962
5886	34603	82955
5887	34608	82948
5888	34614	82942
5889	34620	82935
5890	34625	82928
5891	34631	82922
5892	34636	82915
5893	34642	82909
5894	34647	82902
5895	34653	82895
5896	34659	82889
5897	34665	82883
5898	34670	82877
5899	34676	82871
5900	34683	82868
5901	34691	82866
5902	34696	82859
5903	34703	82855
5904	34709	82849
5905	34714	82843
5906	34720	82836
5907	34726	82830
5908	34731	82824
5909	34737	82817
5910	34743	82810
5911	34748	82804
5912	34754	82797
5913	34759	82791
5914	34765	82784
5915	34771	82778
5916	34776	82772
5917	34783	82768
5918	34789	82762
5919	34795	82755
5920	34800	82748
5921	34805	82742
5922	34811	82735
5923	34816	82728
5924	34822	82722
5925	34828	82716
5926	34834	82710
5927	34840	82704
5928	34845	82698
5929	34851	82691
5930	34857	82685
5931	34863	82680
5932	34869	82674
5933	34875	82668
5934	34882	82665
5935	34889	82663
5936	34895	82657
5937	34901	82651
5938	34907	82645
5939	34913	82640
5940	34919	82634
5941	34924	82627
5942	34930	82621
5943	34936	82614
5944	34941	82608
5945	34947	82601
5946	34952	82595
5947	34958	82588
5948	34965	82584
5949	34971	82579
5950	34977	82573
5951	34982	82566
5952	34988	82560
5953	34994	82554
5954	35000	82548
5955	35005	82541
5956	35011	82535
5957	35016	82528
5958	35022	82522
5959	35028	82515
5960	35034	82510
5961	35039	82503
5962	35045	82497
5963	35051	82491
5964	35056	82485
5965	35062	82478
5966	35068	82472
5967	35074	82467
5968	35080	82462
5969	35087	82459
5970	35094	82454
5971	35100	82449
5972	35106	82443
5973	35111	82436
5974	35117	82430
5975	35122	82423
5976	35128	82416
5977	35134	82410
5978	35139	82404
5979	35145	82397
5980	35152	82395
5981	35158	82389
5982	35164	82383
5983	35170	82377
5984	35175	82370
5985	35181	82364
5986	35187	82358
5987	35192	82351
5988	35198	82344
5989	35203	82338
5990	35209	82331
5991	35215	82325
5992	35220	82319
5993	35226	82313
5994	35232	82306
5995	35237	82299
5996	35243	82293
5997	35249	82288
5998	35255	82282
5999	35262	82278
6000	35268	82273
6001	35274	82266
6002	35280	82262
6003	35286	82256
6004	35291	82249
6005	35300	82249
6006	35305	82242
6007	35311	82237
6008	35317	82231
6009	35323	82224
6010	35329	82219
6011	35335	82214
6012	35341	82207
6013	35346	82202
6014	35352	82196
6015	35358	82189
6016	35364	82183
6017	35370	82179
6018	35377	82175
6019	35383	82169
6020	35389	82163
6021	35395	82159
6022	35401	82152
6023	35406	82145
6024	35412	82139
6025	35418	82133
6026	35424	82128
6027	35430	82121
6028	35435	82114
6029	35441	82107
6030	35446	82102
6031	35452	82095
6032	35458	82089
6033	35463	82083
6034	35469	82076
6035	35475	82070
6036	35482	82066
6037	35487	82060
6038	35497	82062
6039	35502	82056
6040	35508	82050
6041	35514	82045
6042	35520	82039
6043	35527	82034
6044	35532	82028
6045	35538	82022
6046	35544	82015
6047	35549	82009
6048	35555	82002
6049	35561	81996
6050	35567	81991
6051	35573	81985
6052	35578	81978
6053	35584	81972
6054	35590	81966
6055	35596	81960
6056	35601	81953
6057	35607	81947
6058	35612	81940
6059	35618	81934
6060	35624	81928
6061	35630	81922
6062	35637	81919
6063	35643	81913
6064	35649	81907
6065	35654	81901
6066	35660	81894
6067	35665	81888
6068	35672	81883
6069	35677	81876
6070	35684	81872
6071	35691	81869
6072	35697	81864
6073	35703	81858
6074	35709	81852
6075	35715	81847
6076	35721	81840
6077	35726	81834
6078	35732	81827
6079	35737	81820
6080	35744	81817
6081	35750	81810
6082	35756	81805
6083	35762	81799
6084	35767	81793
6085	35773	81786
6086	35779	81780
6087	35785	81774
6088	35790	81767
6089	35796	81761
6090	35802	81755
6091	35808	81749
6092	35813	81743
6093	35819	81738
6094	35825	81732
6095	35831	81725
6096	35836	81718
6097	35842	81712
6098	35848	81706
6099	35853	81699
6100	35859	81693
6101	35865	81687
6102	35871	81681
6103	35876	81675
6104	35884	81672
6105	35890	81666
6106	35896	81661
6107	35903	81659
6108	35910	81654
6109	35915	81648
6110	35921	81642
6111	35927	81636
6112	35933	81630
6113	35938	81623
6114	35944	81617
6115	35950	81612
6116	35956	81605
6117	35962	81599
6118	35967	81593
6119	35973	81586
6120	35978	81579
6121	35984	81572
6122	35989	81566
6123	35995	81559
6124	36000	81552
6125	36006	81546
6126	36012	81539
6127	36018	81534
6128	36023	81528
6129	36029	81521
6130	36035	81515
6131	36040	81509
6132	36046	81502
6133	36052	81496
6134	36057	81490
6135	36064	81486
6136	36070	81480
6137	36076	81475
6138	36083	81471
6139	36089	81465
6140	36097	81465
6141	36104	81460
6142	36109	81454
6143	36115	81448
6144	36121	81442
6145	36127	81436
6146	36132	81429
6147	36138	81423
6148	36144	81417
6149	36149	81410
6150	36155	81405
6151	36161	81398
6152	36167	81393
6153	36173	81387
6154	36178	81380
6155	36184	81373
6156	36190	81368
6157	36196	81361
6158	36201	81355
6159	36207	81349
6160	36213	81343
6161	36219	81337
6162	36224	81330
6163	36230	81324
6164	36236	81318
6165	36241	81311
6166	36247	81304
6167	36252	81298
6168	36258	81291
6169	36264	81286
6170	36270	81280
6171	36275	81273
6172	36283	81271
6173	36289	81265
6174	36299	81269
6175	36305	81264
6176	36311	81258
6177	36317	81252
6178	36322	81245
6179	36328	81239
6180	36334	81233
6181	36339	81226
6182	36345	81220
6183	36351	81214
6184	36357	81208
6185	36362	81201
6186	36368	81195
6187	36374	81189
6188	36379	81183
6189	36385	81176
6190	36391	81170
6191	36397	81165
6192	36402	81158
6193	36408	81152
6194	36414	81145
6195	36419	81139
6196	36426	81134
6197	36431	81127
6198	36437	81122
6199	36443	81116
6200	36449	81111
6201	36455	81104
6202	36460	81097
6203	36466	81090
6204	36471	81084
6205	36477	81078
6206	36484	81075
6207	36491	81071
6208	36497	81066
6209	36503	81059
6210	36509	81053
6211	36514	81047
6212	36520	81040
6213	36526	81035
6214	36532	81029
6215	36538	81023
6216	36544	81017
6217	36549	81011
6218	36555	81005
6219	36561	80999
6220	36567	80992
6221	36572	80986
6222	36578	80980
6223	36584	80975
6224	36590	80968
6225	36595	80962
6226	36602	80957
6227	36607	80950
6228	36613	80944
6229	36619	80938
6230	36624	80932
6231	36631	80926
6232	36636	80920
6233	36642	80913
6234	36647	80907
6235	36653	80901
6236	36659	80895
6237	36665	80888
6238	36671	80883
6239	36676	80877
6240	36684	80874
6241	36691	80872
6242	36698	80867
6243	36703	80860
6244	36709	80854
6245	36714	80848
6246	36720	80841
6247	36726	80835
6248	36732	80829
6249	36738	80825
6250	36744	80819
6251	36750	80812
6252	36755	80805
6253	36761	80799
6254	36767	80793
6255	36773	80788
6256	36779	80782
6257	36784	80776
6258	36790	80770
6259	36796	80763
6260	36801	80756
6261	36807	80750
6262	36812	80744
6263	36818	80737
6264	36823	80730
6265	36829	80725
6266	36835	80718
6267	36841	80711
6268	36846	80705
6269	36852	80699
6270	36858	80692
6271	36863	80686
6272	36869	80679
6273	36875	80673
6274	36881	80669
6275	36889	80667
6276	36896	80665
6277	36903	80660
6278	36908	80654
6279	36914	80647
6280	36920	80641
6281	36925	80634
6282	36931	80628
6283	36937	80621
6284	36942	80615
6285	36948	80609
6286	36953	80602
6287	36959	80596
6288	36965	80590
6289	36971	80584
6290	36976	80577
6291	36982	80571
6292	36988	80565
6293	36993	80558
6294	36999	80552
6295	37005	80546
6296	37011	80541
6297	37017	80535
