iter	Passed	Remaining
8852	52028	65509
8853	52033	65503
8854	52039	65497
8855	52044	65490
8856	52051	65486
8857	52057	65480
8858	52063	65474
8859	52069	65468
8860	52075	65462
8861	52080	65456
8862	52086	65450
8863	52091	65443
8864	52097	65437
8865	52103	65432
8866	52109	65425
8867	52114	65419
8868	52121	65415
8869	52129	65411
8870	52135	65405
8871	52141	65400
8872	52147	65394
8873	52153	65388
8874	52158	65382
8875	52165	65377
8876	52171	65371
8877	52176	65365
8878	52182	65358
8879	52188	65352
8880	52194	65346
8881	52199	65341
8882	52205	65334
8883	52211	65328
8884	52217	65322
8885	52222	65316
8886	52228	65311
8887	52234	65305
8888	52240	65298
8889	52245	65292
8890	52252	65287
8891	52257	65281
8892	52263	65275
8893	52270	65269
8894	52275	65263
8895	52281	65257
8896	52286	65251
8897	52292	65245
8898	52298	65238
8899	52304	65233
8900	52309	65227
8901	52315	65221
8902	52323	65217
8903	52330	65213
8904	52337	65208
8905	52342	65202
8906	52348	65196
8907	52354	65190
8908	52360	65184
8909	52365	65178
8910	52371	65172
8911	52377	65166
8912	52382	65159
8913	52388	65153
8914	52394	65147
8915	52400	65142
8916	52406	65136
8917	52412	65130
8918	52418	65124
8919	52424	65118
8920	52430	65112
8921	52435	65106
8922	52441	65100
8923	52447	65094
8924	52453	65088
8925	52459	65083
8926	52464	65077
8927	52470	65070
8928	52476	65064
8929	52481	65058
8930	52488	65053
8931	52493	65046
8932	52499	65041
8933	52505	65034
8934	52510	65028
8935	52516	65022
8936	52523	65018
8937	52530	65014
8938	52536	65007
8939	52542	65001
8940	52548	64995
8941	52554	64990
8942	52559	64984
8943	52565	64977
8944	52570	64971
8945	52576	64965
8946	52582	64959
8947	52588	64953
8948	52593	64947
8949	52599	64941
8950	52605	64935
8951	52610	64929
8952	52616	64922
8953	52622	64916
8954	52628	64911
8955	52634	64905
8956	52640	64899
8957	52646	64894
8958	52652	64888
8959	52657	64881
8960	52664	64877
8961	52670	64871
8962	52676	64865
8963	52682	64860
8964	52688	64854
8965	52694	64848
8966	52700	64842
8967	52706	64836
8968	52711	64830
8969	52717	64824
8970	52725	64820
8971	52731	64814
8972	52737	64809
8973	52743	64804
8974	52750	64798
8975	52755	64792
8976	52761	64786
8977	52767	64780
8978	52772	64774
8979	52778	64767
8980	52783	64761
8981	52789	64755
8982	52795	64749
8983	52800	64743
8984	52806	64737
8985	52812	64731
8986	52818	64725
8987	52823	64719
8988	52829	64713
8989	52835	64707
8990	52841	64701
8991	52847	64695
8992	52852	64689
8993	52858	64683
8994	52864	64677
8995	52869	64670
8996	52876	64665
8997	52882	64660
8998	52887	64653
8999	52894	64648
9000	52900	64642
9001	52905	64636
9002	52911	64631
9003	52917	64624
9004	52925	64621
9005	52932	64616
9006	52940	64613
9007	52945	64607
9008	52951	64601
9009	52957	64595
9010	52963	64589
9011	52968	64582
9012	52974	64576
9013	52980	64570
9014	52986	64564
9015	52991	64558
9016	52997	64552
9017	53003	64546
9018	53008	64540
9019	53014	64534
9020	53020	64528
9021	53026	64522
9022	53032	64516
9023	53037	64510
9024	53043	64504
9025	53049	64498
9026	53054	64491
9027	53060	64485
9028	53066	64479
9029	53071	64473
9030	53077	64467
9031	53082	64461
9032	53088	64454
9033	53094	64448
9034	53100	64442
9035	53105	64436
9036	53111	64430
9037	53117	64424
9038	53124	64421
9039	53133	64418
9040	53139	64413
9041	53145	64406
9042	53151	64400
9043	53156	64394
9044	53162	64388
9045	53168	64383
9046	53174	64377
9047	53180	64371
9048	53185	64364
9049	53191	64358
9050	53196	64352
9051	53202	64346
9052	53208	64340
9053	53213	64334
9054	53219	64327
9055	53224	64321
9056	53230	64314
9057	53236	64308
9058	53241	64302
9059	53247	64296
9060	53253	64290
9061	53258	64284
9062	53264	64278
9063	53269	64271
9064	53275	64265
9065	53281	64259
9066	53287	64253
9067	53292	64247
9068	53299	64242
9069	53304	64235
9070	53311	64231
9071	53317	64225
9072	53324	64220
9073	53331	64216
9074	53337	64210
9075	53343	64204
9076	53348	64198
9077	53354	64191
9078	53360	64187
9079	53366	64180
9080	53372	64174
9081	53377	64168
9082	53383	64162
9083	53389	64156
9084	53394	64150
9085	53400	64144
9086	53406	64137
9087	53411	64131
9088	53417	64125
9089	53422	64118
9090	53428	64112
9091	53434	64106
9092	53439	64100
9093	53445	64094
9094	53451	64088
9095	53456	64082
9096	53462	64075
9097	53467	64069
9098	53473	64063
9099	53479	64057
9100	53484	64051
9101	53491	64046
9102	53497	64040
9103	53502	64034
9104	53508	64027
9105	53515	64022
9106	53521	64018
9107	53529	64014
9108	53536	64009
9109	53544	64006
9110	53550	64001
9111	53556	63995
9112	53562	63988
9113	53567	63982
9114	53573	63976
9115	53578	63970
9116	53584	63964
9117	53590	63958
9118	53595	63951
9119	53601	63945
9120	53606	63939
9121	53612	63933
9122	53618	63926
9123	53623	63920
9124	53629	63914
9125	53635	63908
9126	53640	63902
9127	53646	63896
9128	53652	63890
9129	53658	63884
9130	53663	63878
9131	53669	63871
9132	53674	63865
9133	53680	63859
9134	53686	63853
9135	53691	63847
9136	53697	63841
9137	53703	63835
9138	53709	63829
9139	53715	63823
9140	53722	63819
9141	53730	63816
9142	53736	63809
9143	53742	63804
9144	53748	63798
9145	53753	63792
9146	53759	63786
9147	53765	63779
9148	53771	63774
9149	53776	63767
9150	53782	63761
9151	53787	63755
9152	53793	63749
9153	53798	63743
9154	53805	63738
9155	53812	63733
9156	53818	63728
9157	53824	63722
9158	53830	63715
9159	53836	63710
9160	53842	63704
9161	53847	63697
9162	53853	63692
9163	53859	63685
9164	53864	63679
9165	53871	63674
9166	53878	63669
9167	53883	63663
9168	53889	63657
9169	53895	63651
9170	53900	63645
9171	53906	63639
9172	53912	63633
9173	53918	63627
9174	53928	63626
9175	53935	63622
9176	53941	63616
9177	53946	63610
9178	53952	63603
9179	53958	63597
9180	53963	63591
9181	53969	63585
9182	53975	63579
9183	53980	63573
9184	53986	63567
9185	53992	63561
9186	53998	63555
9187	54003	63549
9188	54009	63543
9189	54015	63537
9190	54021	63531
9191	54027	63525
9192	54032	63519
9193	54038	63513
9194	54044	63506
9195	54049	63501
9196	54056	63495
9197	54061	63489
9198	54067	63483
9199	54073	63477
9200	54079	63471
9201	54085	63465
9202	54090	63459
9203	54096	63453
9204	54102	63448
9205	54108	63442
9206	54114	63435
9207	54119	63429
9208	54126	63424
9209	54133	63420
9210	54140	63415
9211	54145	63409
9212	54151	63403
9213	54157	63397
9214	54163	63391
9215	54168	63384
9216	54174	63378
9217	54180	63372
9218	54185	63366
9219	54191	63360
9220	54196	63354
9221	54202	63347
9222	54208	63342
9223	54214	63336
9224	54220	63330
9225	54225	63324
9226	54231	63318
9227	54238	63313
9228	54244	63308
9229	54250	63302
9230	54256	63296
9231	54261	63289
9232	54267	63283
9233	54273	63277
9234	54278	63271
9235	54284	63265
9236	54289	63258
9237	54295	63253
9238	54301	63246
9239	54307	63240
9240	54312	63234
9241	54318	63228
9242	54327	63226
9243	54334	63221
9244	54340	63215
9245	54345	63209
9246	54351	63203
9247	54357	63197
9248	54362	63191
9249	54368	63184
9250	54374	63179
9251	54380	63173
9252	54385	63167
9253	54391	63161
9254	54397	63155
9255	54403	63148
9256	54408	63142
9257	54414	63136
9258	54419	63130
9259	54425	63124
9260	54430	63117
9261	54436	63111
9262	54442	63105
9263	54448	63099
9264	54454	63093
9265	54459	63088
9266	54465	63082
9267	54471	63075
9268	54477	63069
9269	54483	63063
9270	54489	63058
9271	54494	63052
9272	54500	63046
9273	54506	63039
9274	54511	63033
9275	54517	63027
9276	54523	63021
9277	54530	63017
9278	54537	63012
9279	54543	63007
9280	54550	63002
9281	54555	62996
9282	54561	62989
9283	54566	62983
9284	54573	62978
9285	54579	62972
9286	54584	62966
9287	54590	62959
9288	54595	62953
9289	54601	62947
9290	54607	62941
9291	54612	62935
9292	54618	62929
9293	54624	62923
9294	54630	62917
9295	54635	62911
9296	54641	62904
9297	54647	62899
9298	54653	62893
9299	54658	62887
9300	54665	62881
9301	54671	62875
9302	54676	62869
9303	54682	62863
9304	54688	62857
9305	54694	62852
9306	54700	62846
9307	54706	62840
9308	54711	62834
9309	54717	62828
9310	54724	62823
9311	54731	62819
9312	54737	62813
9313	54745	62810
9314	54751	62804
9315	54757	62798
9316	54763	62792
9317	54769	62786
9318	54775	62780
9319	54781	62775
9320	54786	62768
9321	54792	62762
9322	54798	62757
9323	54804	62750
9324	54809	62744
9325	54815	62738
9326	54821	62732
9327	54826	62726
9328	54832	62720
9329	54838	62714
9330	54843	62707
9331	54849	62701
9332	54855	62695
9333	54860	62689
9334	54866	62683
9335	54872	62677
9336	54878	62671
9337	54883	62665
9338	54889	62659
9339	54895	62653
9340	54900	62646
9341	54906	62640
9342	54911	62634
9343	54917	62628
9344	54922	62621
9345	54929	62616
9346	54939	62615
9347	54945	62610
9348	54951	62603
9349	54956	62597
9350	54962	62592
9351	54968	62586
9352	54974	62580
9353	54980	62574
9354	54985	62567
9355	54991	62561
9356	54996	62555
9357	55002	62549
9358	55008	62543
9359	55013	62537
9360	55019	62531
9361	55025	62524
9362	55030	62518
9363	55036	62512
9364	55041	62505
9365	55047	62499
9366	55052	62493
9367	55059	62488
9368	55064	62482
9369	55070	62476
9370	55076	62470
9371	55082	62464
9372	55087	62458
9373	55094	62452
9374	55099	62446
9375	55106	62440
9376	55111	62435
9377	55117	62429
9378	55123	62423
9379	55131	62420
9380	55139	62415
9381	55146	62411
9382	55152	62405
9383	55157	62399
9384	55163	62393
9385	55169	62387
9386	55175	62381
9387	55181	62375
9388	55187	62369
9389	55193	62364
9390	55198	62357
9391	55204	62352
9392	55210	62345
9393	55216	62340
9394	55221	62333
9395	55227	62327
9396	55232	62321
9397	55238	62315
9398	55244	62309
9399	55250	62304
9400	55256	62298
9401	55262	62292
9402	55267	62285
9403	55273	62279
9404	55279	62274
9405	55285	62268
9406	55291	62262
9407	55297	62256
9408	55302	62250
9409	55308	62244
9410	55314	62238
9411	55319	62231
9412	55325	62226
9413	55333	62221
9414	55341	62218
9415	55348	62213
9416	55353	62207
9417	55359	62201
9418	55365	62195
9419	55370	62189
9420	55376	62183
9421	55382	62177
9422	55388	62171
9423	55393	62165
9424	55399	62158
9425	55404	62152
9426	55410	62146
9427	55415	62140
9428	55421	62133
9429	55427	62127
9430	55433	62122
9431	55438	62115
9432	55444	62110
9433	55450	62103
9434	55456	62097
9435	55461	62091
9436	55467	62085
9437	55472	62079
9438	55478	62073
9439	55484	62066
9440	55489	62060
9441	55495	62054
9442	55501	62048
9443	55506	62042
9444	55512	62036
9445	55518	62030
9446	55523	62023
9447	55529	62017
9448	55540	62018
9449	55546	62012
9450	55552	62006
9451	55557	62000
9452	55563	61993
9453	55569	61988
9454	55575	61982
9455	55581	61976
9456	55587	61970
9457	55592	61964
9458	55598	61957
9459	55603	61951
9460	55609	61945
9461	55615	61939
9462	55621	61933
9463	55626	61927
9464	55632	61921
9465	55638	61915
9466	55644	61909
9467	55649	61903
9468	55655	61897
9469	55660	61891
9470	55666	61885
9471	55672	61878
9472	55678	61872
9473	55684	61867
9474	55690	61861
9475	55695	61855
9476	55702	61850
9477	55707	61844
9478	55714	61838
9479	55721	61834
9480	55728	61830
9481	55734	61824
9482	55740	61818
9483	55746	61812
9484	55752	61807
9485	55758	61801
9486	55764	61795
9487	55770	61789
9488	55776	61783
9489	55782	61777
9490	55787	61771
9491	55793	61765
9492	55799	61759
9493	55804	61753
9494	55810	61747
9495	55816	61741
9496	55821	61734
9497	55827	61728
9498	55832	61722
9499	55838	61716
9500	55844	61710
9501	55849	61704
9502	55855	61698
9503	55861	61692
9504	55866	61685
9505	55872	61679
9506	55878	61673
9507	55884	61668
9508	55890	61661
9509	55896	61656
9510	55901	61649
9511	55907	61643
9512	55913	61638
9513	55919	61632
9514	55926	61627
9515	55933	61622
9516	55938	61616
9517	55945	61611
9518	55951	61606
9519	55957	61600
9520	55963	61594
9521	55969	61588
9522	55975	61582
9523	55980	61576
9524	55986	61570
9525	55992	61564
9526	55998	61558
9527	56003	61552
9528	56009	61546
9529	56014	61539
9530	56020	61533
9531	56026	61527
9532	56031	61521
9533	56037	61515
9534	56042	61509
9535	56048	61503
9536	56054	61496
9537	56060	61491
9538	56065	61484
9539	56071	61478
9540	56077	61472
9541	56082	61466
9542	56088	61460
9543	56094	61454
9544	56100	61448
9545	56106	61442
9546	56111	61436
9547	56117	61430
9548	56124	61425
9549	56130	61419
9550	56135	61413
9551	56143	61410
9552	56150	61404
9553	56156	61399
9554	56161	61393
9555	56167	61386
9556	56173	61380
9557	56178	61374
9558	56184	61368
9559	56190	61362
9560	56195	61356
9561	56201	61350
9562	56207	61344
9563	56213	61338
9564	56219	61332
9565	56224	61326
9566	56230	61320
9567	56236	61314
9568	56241	61308
9569	56247	61302
9570	56253	61296
9571	56259	61290
9572	56265	61284
9573	56270	61278
9574	56276	61272
9575	56282	61266
9576	56288	61260
9577	56293	61254
9578	56299	61248
9579	56304	61241
9580	56310	61235
9581	56316	61230
9582	56323	61225
9583	56329	61219
9584	56336	61215
9585	56343	61209
9586	56348	61203
9587	56354	61197
9588	56360	61191
9589	56366	61185
9590	56371	61179
9591	56377	61173
9592	56383	61167
9593	56388	61161
9594	56394	61155
9595	56400	61149
9596	56406	61143
9597	56411	61137
9598	56417	61131
9599	56423	61125
9600	56429	61119
9601	56435	61113
9602	56441	61107
9603	56447	61102
9604	56452	61095
9605	56458	61089
9606	56463	61083
9607	56469	61077
9608	56475	61071
9609	56481	61065
9610	56486	61059
9611	56492	61052
9612	56497	61046
9613	56503	61040
9614	56509	61034
9615	56515	61029
9616	56521	61023
9617	56527	61017
9618	56536	61014
9619	56542	61009
9620	56547	61003
9621	56553	60997
9622	56559	60990
9623	56565	60985
9624	56570	60979
9625	56576	60972
9626	56582	60966
9627	56587	60960
9628	56593	60954
9629	56598	60948
9630	56604	60941
9631	56610	60936
9632	56616	60929
9633	56621	60923
9634	56627	60917
9635	56633	60911
9636	56638	60905
9637	56644	60900
9638	56650	60893
9639	56656	60887
9640	56661	60881
9641	56667	60875
9642	56672	60869
9643	56678	60862
9644	56683	60856
9645	56689	60850
9646	56695	60844
9647	56701	60839
9648	56707	60833
9649	56712	60826
9650	56718	60820
9651	56726	60816
9652	56733	60812
9653	56739	60806
9654	56745	60801
9655	56751	60795
9656	56757	60789
9657	56763	60783
9658	56769	60777
9659	56775	60771
9660	56780	60765
9661	56786	60759
9662	56792	60753
9663	56798	60747
9664	56803	60741
9665	56809	60735
9666	56815	60729
9667	56821	60723
9668	56827	60717
9669	56832	60711
9670	56838	60705
9671	56844	60699
9672	56849	60693
9673	56855	60687
9674	56861	60681
9675	56867	60675
9676	56873	60669
9677	56878	60663
9678	56884	60657
9679	56889	60651
9680	56895	60645
9681	56901	60639
9682	56907	60633
9683	56913	60628
9684	56919	60622
9685	56927	60618
9686	56935	60614
9687	56941	60608
9688	56947	60602
9689	56952	60596
9690	56958	60591
9691	56964	60585
9692	56970	60578
9693	56975	60572
9694	56981	60567
9695	56987	60560
9696	56993	60554
9697	56999	60549
9698	57005	60543
9699	57010	60537
9700	57016	60531
9701	57022	60525
9702	57027	60519
9703	57033	60513
9704	57039	60506
9705	57044	60500
9706	57050	60494
9707	57056	60488
9708	57061	60482
9709	57067	60476
9710	57073	60470
9711	57078	60464
9712	57084	60457
9713	57090	60451
9714	57096	60446
9715	57102	60440
9716	57107	60434
9717	57113	60427
9718	57118	60421
9719	57125	60416
9720	57132	60411
9721	57138	60406
9722	57144	60400
9723	57150	60394
9724	57156	60388
9725	57162	60383
9726	57168	60377
9727	57173	60371
9728	57179	60365
9729	57185	60359
9730	57190	60352
9731	57196	60346
9732	57202	60340
9733	57208	60334
9734	57213	60328
9735	57219	60322
9736	57225	60316
9737	57231	60310
9738	57236	60304
9739	57242	60298
9740	57248	60292
9741	57254	60286
9742	57260	60280
9743	57266	60275
9744	57272	60269
9745	57278	60263
9746	57284	60258
9747	57289	60252
9748	57295	60245
9749	57301	60239
9750	57307	60234
9751	57313	60228
9752	57319	60222
9753	57330	60222
9754	57336	60216
9755	57342	60210
9756	57347	60204
9757	57353	60198
9758	57359	60192
9759	57365	60186
9760	57371	60180
9761	57376	60174
9762	57382	60168
9763	57387	60162
9764	57393	60156
9765	57399	60149
9766	57405	60143
9767	57410	60138
9768	57416	60132
9769	57422	60126
9770	57428	60120
9771	57434	60114
9772	57439	60107
9773	57445	60101
9774	57450	60095
9775	57456	60090
9776	57463	60084
9777	57469	60078
9778	57474	60072
9779	57480	60066
9780	57486	60060
9781	57491	60054
9782	57497	60048
9783	57503	60042
9784	57509	60036
9785	57514	60030
9786	57521	60024
9787	57528	60020
9788	57538	60019
9789	57544	60013
9790	57550	60007
9791	57556	60001
9792	57561	59994
9793	57567	59989
9794	57573	59983
9795	57578	59977
9796	57584	59971
9797	57590	59964
9798	57595	59958
9799	57601	59952
9800	57607	59946
9801	57613	59940
9802	57618	59934
9803	57624	59928
9804	57630	59923
9805	57636	59916
9806	57642	59910
9807	57647	59904
9808	57653	59899
9809	57659	59892
9810	57665	59887
9811	57671	59881
9812	57677	59875
9813	57683	59869
9814	57688	59863
9815	57694	59857
9816	57699	59851
9817	57705	59844
9818	57710	59838
9819	57716	59832
9820	57723	59828
9821	57731	59823
9822	57738	59818
9823	57744	59813
9824	57751	59808
9825	57757	59802
9826	57762	59796
9827	57768	59790
9828	57774	59784
9829	57779	59778
9830	57785	59772
9831	57790	59765
9832	57796	59759
9833	57802	59753
9834	57807	59747
9835	57813	59741
9836	57819	59735
9837	57825	59729
9838	57830	59723
9839	57836	59717
9840	57842	59711
9841	57847	59705
9842	57853	59698
9843	57859	59693
9844	57866	59688
9845	57871	59681
9846	57877	59675
9847	57883	59669
9848	57888	59663
9849	57894	59657
9850	57900	59652
9851	57906	59646
9852	57911	59639
9853	57917	59633
9854	57923	59628
9855	57929	59622
9856	57940	59621
9857	57946	59615
9858	57952	59609
9859	57957	59603
9860	57963	59597
9861	57969	59591
9862	57975	59585
9863	57980	59579
9864	57986	59573
9865	57992	59567
9866	57999	59562
9867	58005	59557
9868	58011	59551
9869	58017	59545
9870	58022	59539
9871	58028	59533
9872	58034	59527
9873	58039	59521
9874	58045	59515
9875	58051	59509
9876	58058	59504
9877	58065	59499
9878	58072	59495
9879	58078	59489
9880	58084	59483
9881	58090	59477
9882	58095	59471
9883	58101	59465
9884	58106	59458
9885	58112	59452
9886	58118	59446
9887	58123	59440
9888	58130	59435
9889	58138	59431
9890	58144	59425
9891	58150	59420
9892	58155	59413
9893	58161	59408
9894	58167	59402
9895	58173	59395
9896	58178	59389
9897	58184	59383
9898	58189	59377
9899	58196	59372
9900	58202	59366
9901	58207	59360
9902	58214	59354
9903	58219	59348
9904	58225	59342
9905	58231	59336
9906	58236	59330
9907	58242	59324
9908	58248	59318
9909	58254	59312
9910	58259	59306
9911	58265	59300
9912	58271	59293
9913	58276	59287
9914	58282	59281
9915	58288	59275
9916	58294	59269
9917	58299	59263
9918	58305	59257
9919	58311	59251
9920	58316	59245
9921	58322	59239
9922	58329	59234
9923	58337	59230
9924	58343	59224
9925	58348	59218
9926	58354	59212
9927	58359	59206
9928	58365	59200
9929	58371	59194
9930	58377	59188
9931	58382	59182
9932	58388	59175
9933	58394	59170
9934	58399	59163
9935	58405	59157
9936	58410	59151
9937	58416	59145
9938	58422	59139
9939	58428	59133
9940	58434	59128
9941	58440	59122
9942	58446	59116
9943	58452	59110
9944	58457	59104
9945	58463	59098
9946	58469	59092
9947	58474	59086
9948	58480	59080
9949	58486	59074
9950	58492	59068
9951	58498	59062
9952	58503	59056
9953	58509	59050
9954	58514	59043
9955	58520	59037
9956	58527	59032
9957	58535	59028
9958	58540	59022
9959	58546	59017
9960	58553	59012
9961	58559	59006
9962	58565	59000
9963	58570	58994
9964	58576	58987
9965	58582	58981
9966	58588	58976
9967	58593	58970
9968	58599	58964
9969	58605	58957
9970	58611	58952
9971	58616	58945
9972	58622	58939
9973	58627	58933
9974	58633	58927
9975	58639	58921
9976	58645	58916
9977	58652	58911
9978	58658	58905
9979	58664	58899
9980	58670	58893
9981	58676	58887
9982	58681	58881
9983	58687	58875
9984	58693	58869
9985	58699	58863
9986	58705	58857
9987	58710	58851
9988	58716	58846
9989	58722	58839
9990	58730	58836
9991	58736	58830
9992	58742	58825
9993	58748	58819
9994	58754	58813
9995	58760	58807
9996	58765	58801
9997	58771	58794
9998	58777	58788
9999	58782	58782
10000	58788	58776
10001	58794	58771
10002	58800	58764
10003	58805	58758
10004	58811	58752
10005	58816	58746
10006	58823	58740
10007	58828	58734
10008	58834	58728
10009	58839	58722
10010	58845	58716
10011	58851	58710
10012	58856	58704
10013	58862	58698
10014	58868	58691
10015	58873	58685
10016	58879	58679
10017	58885	58673
10018	58891	58667
10019	58896	58661
10020	58902	58655
10021	58908	58649
10022	58913	58643
10023	58919	58637
10024	58925	58631
10025	58932	58626
10026	58939	58622
10027	58946	58617
10028	58951	58610
10029	58957	58604
10030	58964	58599
10031	58970	58594
10032	58976	58588
10033	58982	58582
10034	58988	58576
10035	58993	58570
10036	58999	58564
10037	59004	58557
10038	59010	58551
10039	59016	58545
10040	59021	58539
10041	59027	58533
10042	59032	58527
10043	59038	58521
10044	59043	58514
10045	59049	58508
10046	59055	58503
10047	59061	58497
10048	59067	58491
10049	59072	58484
10050	59078	58478
10051	59083	58472
10052	59089	58466
10053	59095	58460
10054	59101	58454
10055	59107	58448
10056	59112	58442
10057	59118	58436
10058	59124	58430
10059	59131	58426
10060	59138	58421
10061	59145	58416
10062	59151	58410
10063	59157	58404
10064	59162	58398
10065	59168	58392
10066	59174	58386
10067	59180	58380
10068	59185	58374
10069	59191	58368
10070	59197	58362
10071	59202	58356
10072	59208	58350
10073	59214	58344
10074	59220	58338
10075	59225	58332
10076	59231	58326
10077	59237	58320
10078	59242	58314
10079	59248	58308
10080	59254	58302
10081	59260	58296
10082	59265	58290
10083	59271	58284
10084	59277	58278
10085	59283	58272
10086	59289	58266
10087	59295	58260
10088	59301	58254
10089	59307	58249
10090	59314	58244
10091	59319	58238
10092	59325	58232
10093	59334	58229
10094	59341	58224
10095	59346	58218
10096	59352	58211
10097	59357	58205
10098	59363	58199
10099	59370	58195
10100	59377	58190
10101	59385	58185
10102	59390	58179
10103	59396	58173
10104	59402	58168
10105	59408	58162
10106	59413	58155
10107	59419	58149
10108	59425	58143
10109	59430	58137
10110	59436	58131
10111	59442	58125
10112	59448	58119
10113	59454	58113
10114	59459	58107
10115	59465	58101
10116	59471	58096
10117	59477	58090
10118	59483	58084
10119	59488	58078
10120	59494	58071
10121	59500	58065
10122	59505	58059
10123	59511	58053
10124	59517	58047
10125	59523	58041
10126	59528	58035
10127	59535	58030
10128	59543	58026
10129	59549	58021
10130	59555	58015
10131	59561	58009
10132	59566	58003
10133	59572	57997
10134	59578	57991
10135	59589	57990
10136	59597	57986
10137	59603	57981
10138	59609	57975
10139	59614	57968
10140	59620	57962
10141	59626	57956
10142	59632	57951
10143	59638	57945
10144	59644	57939
10145	59650	57933
10146	59655	57927
10147	59661	57921
10148	59666	57914
10149	59672	57908
10150	59677	57902
10151	59683	57896
10152	59689	57890
10153	59695	57884
10154	59700	57878
10155	59706	57872
10156	59711	57865
10157	59717	57859
10158	59723	57853
10159	59728	57847
10160	59735	57842
10161	59742	57838
10162	59750	57833
10163	59756	57828
10164	59762	57822
10165	59768	57816
10166	59773	57810
10167	59779	57804
10168	59785	57798
10169	59791	57792
10170	59797	57786
10171	59802	57780
10172	59808	57774
10173	59815	57769
10174	59823	57765
10175	59830	57760
10176	59836	57755
10177	59842	57749
10178	59849	57744
10179	59855	57738
10180	59861	57733
10181	59872	57732
10182	59878	57726
10183	59884	57720
10184	59891	57715
10185	59897	57710
10186	59911	57711
10187	59919	57708
10188	59928	57705
10189	59936	57701
10190	59946	57699
10191	59954	57695
10192	59960	57689
10193	59966	57683
10194	59971	57677
10195	59978	57672
10196	59984	57666
10197	59989	57660
10198	59995	57654
10199	60001	57648
10200	60007	57642
10201	60012	57636
10202	60018	57630
10203	60023	57623
10204	60029	57617
10205	60035	57611
10206	60041	57605
10207	60046	57599
10208	60052	57593
10209	60058	57587
10210	60064	57581
10211	60069	57575
10212	60075	57569
10213	60081	57563
10214	60087	57558
10215	60093	57552
10216	60098	57546
10217	60105	57540
10218	60110	57533
10219	60115	57527
10220	60121	57521
10221	60127	57515
10222	60134	57510
10223	60141	57506
10224	60148	57501
10225	60154	57495
10226	60160	57489
10227	60166	57483
10228	60171	57477
10229	60177	57471
10230	60183	57465
10231	60189	57460
10232	60195	57454
10233	60201	57448
10234	60206	57442
10235	60213	57436
10236	60218	57430
10237	60226	57426
10238	60234	57422
10239	60242	57418
10240	60253	57417
10241	60258	57411
10242	60264	57405
10243	60270	57399
10244	60276	57393
10245	60281	57387
10246	60288	57381
10247	60293	57375
10248	60299	57369
10249	60305	57363
10250	60310	57357
10251	60316	57351
10252	60322	57345
10253	60328	57340
10254	60337	57336
10255	60344	57331
10256	60349	57325
10257	60355	57319
10258	60361	57313
10259	60367	57307
10260	60372	57301
10261	60378	57295
10262	60384	57289
10263	60390	57283
10264	60396	57277
10265	60401	57271
10266	60408	57266
10267	60413	57260
10268	60419	57254
10269	60425	57248
10270	60430	57241
10271	60436	57235
10272	60442	57229
10273	60448	57224
10274	60453	57218
10275	60459	57211
10276	60465	57206
10277	60471	57200
10278	60477	57194
10279	60483	57188
10280	60488	57182
10281	60494	57176
10282	60499	57169
10283	60505	57163
10284	60511	57158
10285	60517	57151
10286	60523	57146
10287	60528	57140
10288	60535	57134
10289	60543	57131
10290	60549	57125
10291	60555	57119
10292	60562	57114
10293	60569	57109
10294	60575	57103
10295	60581	57097
10296	60586	57091
10297	60592	57085
10298	60598	57079
10299	60603	57073
10300	60609	57067
10301	60615	57061
10302	60621	57056
10303	60627	57050
10304	60633	57044
10305	60638	57038
10306	60644	57032
10307	60650	57026
10308	60656	57020
10309	60662	57014
10310	60667	57007
10311	60673	57001
10312	60678	56995
10313	60684	56989
10314	60690	56983
10315	60695	56977
10316	60701	56971
10317	60707	56965
10318	60712	56958
10319	60718	56952
10320	60724	56946
10321	60729	56940
10322	60736	56935
10323	60742	56929
10324	60751	56926
10325	60757	56921
10326	60763	56915
10327	60769	56909
10328	60775	56903
10329	60780	56897
10330	60786	56891
10331	60792	56885
10332	60798	56879
10333	60804	56873
10334	60809	56867
10335	60815	56861
10336	60821	56855
10337	60827	56849
10338	60832	56843
10339	60838	56837
10340	60844	56831
10341	60850	56826
10342	60856	56820
10343	60862	56814
10344	60867	56807
10345	60873	56801
10346	60878	56795
10347	60884	56789
10348	60890	56783
10349	60896	56777
10350	60902	56771
10351	60907	56765
10352	60913	56759
10353	60919	56753
10354	60925	56747
10355	60930	56741
10356	60938	56737
10357	60945	56732
10358	60952	56728
10359	60958	56722
10360	60964	56715
10361	60969	56709
10362	60975	56703
10363	60981	56697
10364	60987	56691
10365	60992	56685
10366	60998	56679
10367	61004	56673
10368	61010	56667
10369	61016	56662
10370	61021	56655
10371	61027	56649
10372	61032	56643
10373	61038	56637
10374	61044	56631
10375	61050	56625
10376	61055	56619
10377	61061	56613
10378	61067	56607
10379	61072	56601
10380	61078	56595
10381	61084	56589
10382	61090	56583
10383	61095	56577
10384	61101	56570
10385	61106	56564
10386	61112	56558
10387	61118	56552
10388	61123	56546
10389	61129	56540
10390	61136	56535
10391	61143	56530
10392	61150	56525
10393	61155	56519
10394	61161	56513
10395	61167	56507
10396	61173	56501
10397	61178	56495
10398	61184	56489
10399	61190	56483
10400	61196	56477
10401	61202	56471
10402	61207	56465
10403	61213	56459
10404	61219	56453
10405	61225	56447
