iter	RMSE
503	104013.5707
504	103941.2595
505	103898.1432
506	103847.707
507	103823.3993
508	103783.4481
509	103766.2218
510	103731.7928
511	103670.6361
512	103607.7301
513	103572.9963
514	103537.3559
515	103501.3633
516	103432.4207
517	103396.3346
518	103371.1984
519	103319.2426
520	103261.0728
521	103210.8013
522	103160.1869
523	103134.9499
524	103078.8829
525	103048.7518
526	103005.6603
527	102963.2205
528	102899.6865
529	102843.5001
530	102807.5422
531	102747.9292
532	102705.3142
533	102672.2832
534	102639.8714
535	102613.6532
536	102574.3754
537	102545.1899
538	102491.3271
539	102438.406
540	102416.464
541	102357.2996
542	102316.6886
543	102240.404
544	102205.9814
545	102185.3598
546	102163.2786
547	102132.7211
548	102080.9401
549	102061.3184
550	102018.5095
551	101987.4828
552	101917.4567
553	101877.6824
554	101810.0551
555	101727.2866
556	101689.4652
557	101651.7782
558	101590.621
559	101554.7651
560	101490.4312
561	101438.9687
562	101397.4017
563	101334.3731
564	101277.6204
565	101233.9352
566	101211.5913
567	101175.7131
568	101089.235
569	101047.2848
570	101005.7315
571	100977.526
572	100945.3478
573	100901.3069
574	100855.5825
575	100818.6412
576	100769.4363
577	100700.5328
578	100678.8412
579	100635.6689
580	100604.9514
581	100583.5315
582	100517.2493
583	100491.8701
584	100460.7083
585	100411.704
586	100374.545
587	100331.1759
588	100282.0782
589	100202.8181
590	100154.5661
591	100106.0251
592	100064.4667
593	100035.6376
594	100007.8698
595	99963.56157
596	99926.09567
597	99899.37197
598	99847.26295
599	99818.24032
600	99768.99081
601	99711.34957
602	99674.63287
603	99640.54079
604	99598.05063
605	99547.78893
606	99516.50779
607	99465.14936
608	99411.69752
609	99391.57541
610	99359.09494
611	99318.08579
612	99270.70237
613	99237.9523
614	99201.05627
615	99172.89487
616	99124.68655
617	99079.72874
618	99063.56884
619	99026.83921
620	98980.6345
621	98929.95858
622	98878.9628
623	98858.30403
624	98819.5194
625	98777.5654
626	98739.45925
627	98700.40125
628	98661.93176
629	98603.70643
630	98558.94174
631	98530.24973
632	98502.28203
633	98459.60871
634	98435.49522
635	98391.7363
636	98346.44502
637	98318.22906
638	98285.39206
639	98270.13607
640	98248.85354
641	98218.30012
642	98175.62038
643	98130.17017
644	98118.55504
645	98082.64255
646	98056.14813
647	98028.72361
648	97998.75695
649	97919.76872
650	97889.71009
651	97859.63823
652	97842.30775
653	97806.4705
654	97756.56497
655	97734.27166
656	97680.45352
657	97640.97229
658	97608.96084
659	97578.58425
660	97532.56236
661	97500.67025
662	97479.76318
663	97457.5138
664	97399.31381
665	97378.83065
666	97366.85078
667	97325.27288
668	97303.84992
669	97269.45843
670	97199.34499
671	97164.25413
672	97126.08044
673	97102.23389
674	97044.95244
675	97008.62039
676	96973.58672
677	96951.49759
678	96898.0441
679	96878.0934
680	96840.92274
681	96790.74508
682	96768.32724
683	96752.41927
684	96729.96689
685	96711.03945
686	96646.23619
687	96629.57895
688	96600.62796
689	96559.2214
690	96542.626
691	96517.76796
692	96485.98502
693	96468.43761
694	96430.07095
695	96393.72939
696	96341.05772
697	96320.25631
698	96295.339
699	96269.97291
700	96222.74377
701	96186.52366
702	96154.1738
703	96120.38995
704	96100.98799
705	96057.54766
706	96035.07353
707	95989.17432
708	95956.21708
709	95936.08119
710	95914.48401
711	95866.29266
712	95813.94687
713	95760.04361
714	95733.18203
715	95700.60767
716	95687.49899
717	95669.36288
718	95628.04574
719	95586.85158
720	95547.62083
721	95509.08562
722	95484.44546
723	95428.72874
724	95390.86091
725	95350.67348
726	95332.73746
727	95282.32812
728	95246.54603
729	95204.63991
730	95166.01843
731	95131.46258
732	95100.451
733	95076.30933
734	95024.28894
735	94995.68361
736	94981.13064
737	94944.31778
738	94913.18401
739	94891.48027
740	94871.77393
741	94833.5407
742	94813.81548
743	94773.87323
744	94749.92421
745	94717.81055
746	94692.59085
747	94668.98739
748	94623.30393
749	94613.66391
750	94597.64835
751	94567.73514
752	94528.20783
753	94492.82945
754	94458.71779
755	94405.00992
756	94382.35314
757	94352.85703
758	94325.66117
759	94299.39855
760	94284.98386
761	94267.50539
762	94239.43498
763	94214.87968
764	94179.41533
765	94151.97886
766	94135.28993
767	94103.30749
768	94087.66103
769	94075.99756
770	94040.84897
771	93999.91156
772	93930.88841
773	93910.64984
774	93874.31887
775	93858.33417
776	93812.64616
777	93796.44481
778	93767.51428
779	93733.94627
780	93716.46519
781	93700.79004
782	93646.75367
783	93615.39133
784	93594.18026
785	93571.50013
786	93542.27029
787	93500.11754
788	93458.1403
789	93430.41635
790	93421.09802
791	93359.29907
792	93325.88144
793	93288.82878
794	93252.7137
795	93224.66825
796	93211.90354
797	93191.42837
798	93173.82432
799	93154.27819
800	93117.0757
801	93102.40017
802	93041.80718
803	92996.20001
804	92975.6525
805	92928.39154
806	92889.07972
807	92852.53394
808	92807.00039
809	92781.50569
810	92765.10174
811	92744.56079
812	92714.26979
813	92677.12937
814	92661.16579
815	92625.94545
816	92587.52447
817	92557.42057
818	92531.89588
819	92521.06713
820	92489.58755
821	92472.89314
822	92443.0935
823	92396.71159
824	92372.20868
825	92357.37889
826	92336.03065
827	92302.71684
828	92252.46721
829	92228.14059
830	92182.32922
831	92171.10765
832	92141.99356
833	92088.95749
834	92064.71068
835	92049.59499
836	92025.25305
837	91992.71187
838	91966.35205
839	91926.08339
840	91890.59705
841	91871.31457
842	91846.43488
843	91815.86466
844	91793.45655
845	91766.22913
846	91736.69888
847	91683.34977
848	91666.31953
849	91627.23282
850	91595.91043
851	91584.16212
852	91567.37008
853	91533.55644
854	91505.37021
855	91449.82577
856	91424.94385
857	91411.55547
858	91396.2655
859	91365.08956
860	91354.7994
861	91336.69514
862	91300.08952
863	91278.37168
864	91263.99617
865	91244.73801
866	91226.28334
867	91208.41741
868	91190.88185
869	91176.57575
870	91166.11689
871	91148.96697
872	91135.12794
873	91101.32109
874	91081.86037
875	91033.93094
876	90993.32752
877	90958.56109
878	90929.44515
879	90894.80707
880	90873.19924
881	90864.57796
882	90814.52504
883	90788.64646
884	90746.42884
885	90729.80697
886	90697.90954
887	90684.41463
888	90674.64772
889	90634.2943
890	90618.32534
891	90588.86092
892	90573.56069
893	90550.7964
894	90525.99082
895	90506.47939
896	90484.00004
897	90459.01509
898	90427.45002
899	90406.72537
900	90387.69492
901	90368.82241
902	90342.95049
903	90323.39723
904	90298.3763
905	90285.31283
906	90267.61815
907	90233.01646
908	90207.07383
909	90192.49402
910	90172.23659
911	90141.28867
912	90107.93445
913	90075.11673
914	90060.09295
915	90034.56802
916	90003.83195
917	89991.9684
918	89946.37943
919	89926.84415
920	89894.36924
921	89868.01175
922	89849.68437
923	89807.69619
924	89788.55225
925	89773.09578
926	89751.28174
927	89741.21532
928	89713.29018
929	89701.74298
930	89681.36429
931	89658.23847
932	89626.1917
933	89601.8731
934	89567.92266
935	89542.03786
936	89527.34189
937	89513.83036
938	89498.83164
939	89490.67592
940	89469.55242
941	89433.64447
942	89417.12635
943	89388.67861
944	89376.62816
945	89350.14034
946	89326.75993
947	89297.17868
948	89273.18046
949	89256.91153
950	89242.36409
951	89206.72027
952	89158.48996
953	89143.7041
954	89134.42972
955	89115.3253
956	89080.08445
957	89067.53438
958	89034.91175
959	89007.23284
960	88983.22799
961	88969.99914
962	88941.45126
963	88927.71605
964	88920.2085
965	88902.18658
966	88885.6689
967	88855.62402
968	88827.19965
969	88804.56935
970	88784.74523
971	88773.21675
972	88764.97262
973	88710.53324
974	88690.0093
975	88644.47437
976	88625.44975
977	88611.68156
978	88598.81303
979	88589.28393
980	88578.70761
981	88567.99007
982	88557.0422
983	88537.01896
984	88500.56288
985	88491.35555
986	88474.28551
987	88451.69342
988	88439.96364
989	88415.67975
990	88373.99981
991	88342.56245
992	88321.56388
993	88310.46842
994	88293.14625
995	88262.3075
996	88250.26154
997	88222.98066
998	88199.12134
999	88185.90527
1000	88177.36442
1001	88159.8584
1002	88135.09863
1003	88125.11644
1004	88115.8983
1005	88096.66745
1006	88072.83907
1007	88055.56067
1008	88025.84684
1009	87997.01663
1010	87966.11416
1011	87935.7757
1012	87910.31053
1013	87895.21289
1014	87862.89692
1015	87831.68724
1016	87808.40054
1017	87788.00861
1018	87768.85034
1019	87740.78304
1020	87719.73275
1021	87696.32462
1022	87673.6079
1023	87654.67667
1024	87639.19936
1025	87627.82279
1026	87614.28539
1027	87590.86433
1028	87562.95904
1029	87537.57391
1030	87522.20567
1031	87510.72409
1032	87481.43627
1033	87460.55645
1034	87420.28224
1035	87394.23463
1036	87375.90351
1037	87368.84432
1038	87348.70904
1039	87330.60239
1040	87309.43966
1041	87281.6905
1042	87265.46288
1043	87256.3628
1044	87226.78413
1045	87209.90205
1046	87183.57492
1047	87169.25668
1048	87152.05652
1049	87128.00475
1050	87119.04942
1051	87106.42587
1052	87062.37366
1053	87054.33698
1054	87032.17262
1055	87001.01122
1056	86977.08159
1057	86955.37644
1058	86925.65028
1059	86893.38607
1060	86872.59805
1061	86838.74208
1062	86824.12592
1063	86794.85693
1064	86784.98854
1065	86764.48286
1066	86735.10169
1067	86709.35663
1068	86690.76384
1069	86681.13523
1070	86653.20929
1071	86638.66383
1072	86608.15007
1073	86585.42933
1074	86540.99939
1075	86533.76496
1076	86522.03313
1077	86503.71189
1078	86485.54463
1079	86477.84482
1080	86465.40575
1081	86432.43882
1082	86413.20703
1083	86393.37607
1084	86376.94863
1085	86354.92271
1086	86329.118
1087	86318.64959
1088	86307.38208
1089	86284.65238
1090	86266.09546
1091	86245.20556
1092	86225.06625
1093	86194.63197
1094	86185.4284
1095	86168.6364
1096	86155.41949
1097	86131.7127
1098	86115.34575
1099	86099.61193
1100	86080.64294
1101	86068.04089
1102	86045.10272
1103	86022.17085
1104	85996.22673
1105	85973.63842
1106	85957.6203
1107	85937.15705
1108	85927.60473
1109	85920.4528
1110	85907.02668
1111	85873.11419
1112	85848.97807
1113	85808.5724
1114	85792.45658
1115	85785.47784
1116	85766.96679
1117	85759.34408
1118	85745.40092
1119	85704.93794
1120	85673.87022
1121	85659.49791
1122	85644.01458
1123	85623.82455
1124	85592.52005
1125	85570.68023
1126	85545.92042
1127	85527.10184
1128	85499.74099
1129	85489.9464
1130	85472.14137
1131	85460.18523
1132	85445.98687
1133	85433.17827
1134	85418.69501
1135	85403.95595
1136	85383.26956
1137	85373.91772
1138	85357.71261
1139	85329.72532
1140	85312.19622
1141	85273.82376
1142	85247.23931
1143	85219.87931
1144	85205.13239
1145	85180.67231
1146	85170.38002
1147	85159.20889
1148	85141.90093
1149	85112.63879
1150	85081.06374
1151	85071.52489
1152	85063.16996
1153	85050.90208
1154	85020.91278
1155	84999.09451
1156	84978.01591
1157	84960.15105
1158	84914.87156
1159	84905.51707
1160	84885.43676
1161	84842.80656
1162	84804.08918
1163	84785.62803
1164	84772.47377
1165	84753.08991
1166	84741.75266
1167	84727.18947
1168	84714.02407
1169	84704.5871
1170	84689.34457
1171	84670.13497
1172	84651.667
1173	84624.30984
1174	84598.43116
1175	84584.66463
1176	84559.3317
1177	84541.42527
1178	84522.70103
1179	84502.31481
1180	84486.14503
1181	84479.90582
1182	84470.45013
1183	84461.34415
1184	84440.59638
1185	84409.00691
1186	84393.37132
1187	84387.25236
1188	84372.66312
1189	84353.96689
1190	84324.75836
1191	84291.13954
1192	84275.85691
1193	84259.48156
1194	84241.40544
1195	84234.93094
1196	84224.02374
1197	84199.78683
1198	84185.96168
1199	84153.51468
1200	84137.21733
1201	84112.25924
1202	84091.66892
1203	84074.47661
1204	84051.77967
1205	84045.07554
1206	84021.60942
1207	84006.98304
1208	83990.33358
1209	83975.40226
1210	83956.27912
1211	83944.00204
1212	83911.98283
1213	83888.01535
1214	83868.80841
1215	83853.80178
1216	83830.5351
1217	83812.33913
1218	83791.69547
1219	83780.66355
1220	83768.5138
1221	83749.52701
1222	83721.26563
1223	83712.78419
1224	83689.29868
1225	83683.33312
1226	83671.26504
1227	83659.28755
1228	83648.66029
1229	83637.03358
1230	83616.11521
1231	83596.40157
1232	83590.26463
1233	83574.07338
1234	83561.27994
1235	83553.67605
1236	83529.79082
1237	83502.2226
1238	83495.2719
1239	83485.33291
1240	83473.28088
1241	83462.70304
1242	83436.52672
1243	83426.76169
1244	83410.7839
1245	83384.45845
1246	83362.02554
1247	83351.79069
1248	83337.77368
1249	83311.97141
1250	83303.64244
1251	83285.46431
1252	83274.00192
1253	83252.51743
1254	83226.81077
1255	83206.04733
1256	83187.3802
1257	83171.77458
1258	83158.38661
1259	83149.39583
1260	83130.37797
1261	83114.80502
1262	83102.78525
1263	83075.65954
1264	83058.22293
1265	83042.75985
1266	83016.52735
1267	83009.65263
1268	82987.97336
1269	82974.57331
1270	82953.15647
1271	82925.31879
1272	82905.03186
1273	82899.49757
1274	82893.38528
1275	82884.68268
1276	82862.22941
1277	82844.63833
1278	82830.38865
1279	82821.43459
1280	82815.17088
1281	82805.83961
1282	82790.94449
1283	82769.99893
1284	82755.36931
1285	82736.03883
1286	82717.74743
1287	82702.74621
1288	82686.67254
1289	82670.48707
1290	82654.07098
1291	82642.75732
1292	82634.2925
1293	82626.03415
1294	82618.33698
1295	82605.06119
1296	82577.02313
1297	82568.05272
1298	82553.42617
1299	82517.61195
1300	82499.10973
1301	82491.56069
1302	82483.9893
1303	82468.77955
1304	82458.57592
1305	82449.3867
1306	82424.16009
1307	82414.94368
1308	82394.20427
1309	82386.46194
1310	82356.03829
1311	82341.40267
1312	82323.48151
1313	82312.50546
1314	82281.85351
1315	82273.08556
1316	82260.50636
1317	82248.32286
1318	82231.74327
1319	82225.07389
1320	82215.70804
1321	82206.42996
1322	82184.59225
1323	82177.54099
1324	82165.93347
1325	82160.53577
1326	82145.27182
1327	82125.27507
1328	82118.93798
1329	82104.38271
1330	82086.33242
1331	82070.48362
1332	82032.93955
1333	82020.02106
1334	82005.97799
1335	81993.09543
1336	81982.82768
1337	81975.25801
1338	81962.45123
1339	81940.79202
1340	81926.77116
1341	81920.57222
1342	81900.95361
1343	81878.73326
1344	81861.64571
1345	81852.17466
1346	81845.38971
1347	81840.19716
1348	81815.34825
1349	81804.54564
1350	81793.0379
1351	81782.36546
1352	81771.08342
1353	81766.33461
1354	81757.47298
1355	81746.73014
1356	81741.67403
1357	81729.65611
1358	81706.72065
1359	81696.32311
1360	81673.33809
1361	81666.14332
1362	81630.34986
1363	81604.08476
1364	81598.17344
1365	81585.25598
1366	81576.16016
1367	81567.37003
1368	81561.61935
1369	81554.37133
1370	81542.93613
1371	81528.14396
1372	81520.81906
1373	81493.57393
1374	81472.19065
1375	81453.39409
1376	81441.10451
1377	81428.10725
1378	81412.76345
1379	81402.0166
1380	81387.18181
1381	81380.92765
1382	81367.55927
1383	81356.10906
1384	81350.18545
1385	81333.15191
1386	81309.90695
1387	81295.35273
1388	81280.90827
1389	81265.28409
1390	81257.19273
1391	81249.54833
1392	81244.27305
1393	81237.38389
1394	81227.59324
1395	81218.06991
1396	81210.10744
1397	81202.76584
1398	81193.32634
1399	81181.13876
1400	81174.89884
1401	81160.24179
1402	81149.99814
1403	81131.82833
1404	81115.23304
1405	81092.04755
1406	81082.89393
1407	81066.50126
1408	81053.98461
1409	81035.0875
1410	81018.27291
1411	81002.22971
1412	80989.80078
1413	80982.56151
1414	80969.05345
1415	80953.71447
1416	80940.05552
1417	80925.03168
1418	80910.50031
1419	80891.42437
1420	80875.63312
1421	80865.51369
1422	80848.69799
1423	80828.02138
1424	80805.55034
1425	80789.97383
1426	80782.63068
1427	80773.05125
1428	80738.27451
1429	80731.87803
1430	80720.85236
1431	80704.0653
1432	80681.24079
1433	80671.99103
1434	80651.37481
1435	80641.1569
1436	80628.09671
1437	80618.06336
1438	80607.00469
1439	80597.34715
1440	80592.42515
1441	80568.22678
1442	80556.63257
1443	80549.04375
1444	80531.21205
1445	80514.49799
1446	80503.00962
1447	80487.20312
1448	80473.9683
1449	80459.44501
1450	80453.55731
1451	80425.01878
1452	80417.53095
1453	80407.9484
1454	80396.21955
1455	80361.06543
1456	80355.02999
1457	80345.27683
1458	80331.04867
1459	80314.95844
1460	80306.33454
1461	80276.17213
1462	80263.3515
1463	80242.9443
1464	80224.33871
1465	80207.74009
1466	80200.21793
1467	80175.88489
1468	80160.53486
1469	80146.11277
1470	80134.61694
1471	80128.3307
1472	80117.03692
1473	80096.78436
1474	80068.34224
1475	80053.82782
1476	80041.45786
1477	80031.23909
1478	80003.22792
1479	79992.50072
1480	79977.96364
1481	79970.08713
1482	79962.50389
1483	79949.58461
1484	79931.5104
1485	79914.68946
1486	79899.24822
1487	79894.60214
1488	79880.54873
1489	79854.59973
1490	79834.21328
1491	79823.48711
1492	79795.74583
1493	79786.46492
1494	79778.467
1495	79765.24419
1496	79752.66047
1497	79742.51171
1498	79731.6845
1499	79726.73852
1500	79716.64654
1501	79703.74116
1502	79693.67203
1503	79689.25013
1504	79681.67865
1505	79672.60307
1506	79665.24908
1507	79647.84299
1508	79625.31935
1509	79612.2144
1510	79593.64239
1511	79588.62173
1512	79570.20099
1513	79565.66003
1514	79553.34714
1515	79544.43954
1516	79529.70694
1517	79524.38404
1518	79514.83074
1519	79500.24185
1520	79484.02467
1521	79468.12512
1522	79441.71809
1523	79431.76668
1524	79414.43091
1525	79405.41472
1526	79384.08473
1527	79371.98865
1528	79355.69471
1529	79338.75465
1530	79317.04926
1531	79312.18786
1532	79292.15044
1533	79277.6788
1534	79268.15566
1535	79257.51922
1536	79250.13899
1537	79245.10001
1538	79234.4693
1539	79220.57802
1540	79214.14248
1541	79206.18854
1542	79201.60622
1543	79187.43582
1544	79169.69915
1545	79156.28881
1546	79145.25354
1547	79132.60347
1548	79123.86018
1549	79111.17081
1550	79094.03867
1551	79085.52562
1552	79076.09862
1553	79055.93138
1554	79035.89478
1555	79025.63387
1556	79010.32669
1557	78986.72234
1558	78974.22072
1559	78967.96482
1560	78947.50531
1561	78940.32469
1562	78923.05617
1563	78907.30703
1564	78901.9114
1565	78890.84801
1566	78880.15244
1567	78875.73939
1568	78862.64395
1569	78857.24962
1570	78840.43051
1571	78831.59591
1572	78820.88338
1573	78806.72053
1574	78798.17432
1575	78792.46143
1576	78786.58111
1577	78780.27444
1578	78772.72788
1579	78753.81663
1580	78748.80024
1581	78738.48658
1582	78732.91696
1583	78725.9286
1584	78717.13439
1585	78708.93937
1586	78695.09815
1587	78687.2103
1588	78682.69907
1589	78672.45233
1590	78657.27616
1591	78652.93432
1592	78635.70649
1593	78628.61364
1594	78604.29856
1595	78599.87271
1596	78577.84964
1597	78571.36856
1598	78560.624
1599	78542.35464
1600	78538.34951
1601	78529.97223
1602	78515.74475
1603	78507.13419
1604	78494.41494
1605	78483.58938
1606	78470.10832
1607	78460.68745
1608	78443.43135
1609	78424.1002
1610	78417.69477
1611	78407.68151
1612	78403.25427
1613	78395.08235
1614	78389.74862
1615	78378.85183
1616	78369.72788
1617	78365.01406
1618	78354.34756
1619	78349.01597
1620	78339.19645
1621	78323.626
1622	78310.12855
1623	78302.89803
1624	78299.57248
1625	78286.96337
1626	78270.77797
1627	78249.45741
1628	78234.80725
1629	78230.45821
1630	78220.50335
1631	78210.03171
1632	78205.17134
1633	78198.73685
1634	78175.07615
1635	78164.9616
1636	78145.38673
1637	78141.09195
1638	78135.20325
1639	78127.93424
1640	78117.33372
1641	78111.65942
1642	78105.00174
1643	78095.89371
1644	78077.2279
1645	78065.82787
1646	78049.84849
1647	78043.68704
1648	78026.4067
1649	78015.20859
1650	78004.79308
1651	77995.45281
1652	77982.46107
1653	77971.91267
1654	77950.33797
1655	77939.29978
1656	77935.56995
1657	77924.68164
1658	77914.21382
1659	77907.40972
1660	77895.61953
1661	77884.3836
1662	77870.36739
1663	77859.35974
1664	77838.14197
1665	77819.1567
1666	77800.2891
1667	77780.63461
1668	77770.28431
1669	77754.87092
