iter	RMSE
3815	65252.69952
3816	65248.99505
3817	65247.87701
3818	65243.85113
3819	65240.81032
3820	65237.91837
3821	65234.89229
3822	65233.52163
3823	65231.15669
3824	65226.22344
3825	65223.91788
3826	65221.23147
3827	65217.82406
3828	65212.56552
3829	65209.68036
3830	65203.2889
3831	65199.83471
3832	65194.38092
3833	65192.29017
3834	65189.48774
3835	65183.6949
3836	65178.5144
3837	65174.10618
3838	65171.5416
3839	65168.35762
3840	65164.26518
3841	65158.15749
3842	65155.98642
3843	65154.06965
3844	65150.9676
3845	65145.76566
3846	65141.50424
3847	65135.65543
3848	65133.34944
3849	65130.95313
3850	65129.04072
3851	65126.52103
3852	65122.04558
3853	65119.91146
3854	65116.81605
3855	65113.22811
3856	65109.80736
3857	65106.16256
3858	65104.78653
3859	65099.38228
3860	65096.1773
3861	65094.27374
3862	65091.31692
3863	65089.86306
3864	65086.56925
3865	65082.0388
3866	65079.13953
3867	65074.90196
3868	65073.82026
3869	65070.06569
3870	65064.70917
3871	65060.91605
3872	65056.02601
3873	65050.62297
3874	65047.2365
3875	65044.44502
3876	65042.75317
3877	65036.89987
3878	65033.18004
3879	65027.55039
3880	65023.88635
3881	65019.09782
3882	65016.84659
3883	65014.29284
3884	65009.39162
3885	65006.78317
3886	65004.83582
3887	65000.74417
3888	64998.20618
3889	64995.7166
3890	64993.338
3891	64988.9071
3892	64986.77754
3893	64982.50162
3894	64980.14377
3895	64976.3321
3896	64971.22239
3897	64968.80807
3898	64966.17207
3899	64964.80989
3900	64960.97685
3901	64956.54439
3902	64951.32812
3903	64948.11758
3904	64943.70167
3905	64941.78419
3906	64939.83489
3907	64937.44016
3908	64934.51439
3909	64932.19243
3910	64929.11235
3911	64925.34192
3912	64924.2665
3913	64920.1861
3914	64917.07057
3915	64910.98315
3916	64908.48716
3917	64903.45143
3918	64900.51584
3919	64898.34192
3920	64895.43702
3921	64891.7693
3922	64887.60092
3923	64884.13071
3924	64878.09455
3925	64874.81287
3926	64871.39782
3927	64867.28068
3928	64864.26974
3929	64858.46697
3930	64855.94094
3931	64853.18115
3932	64849.7035
3933	64846.53968
3934	64843.8889
3935	64842.10818
3936	64838.87099
3937	64836.50259
3938	64832.93908
3939	64831.41355
3940	64829.13619
3941	64827.17546
3942	64822.0984
3943	64818.8882
3944	64812.55748
3945	64807.14553
3946	64803.13064
3947	64799.97555
3948	64797.03707
3949	64795.86454
3950	64791.38684
3951	64788.83685
3952	64786.0299
3953	64780.93261
3954	64776.51481
3955	64772.99843
3956	64768.99142
3957	64763.98893
3958	64757.08352
3959	64755.311
3960	64752.8364
3961	64748.71963
3962	64746.42604
3963	64743.93745
3964	64739.51141
3965	64735.93777
3966	64734.21152
3967	64732.13377
3968	64725.46705
3969	64723.03856
3970	64719.83239
3971	64714.12769
3972	64710.72923
3973	64709.4327
3974	64704.83488
3975	64701.55664
3976	64695.03009
3977	64690.02416
3978	64687.45054
3979	64685.73661
3980	64682.85516
3981	64681.21294
3982	64679.50224
3983	64677.0013
3984	64673.52296
3985	64668.61129
3986	64663.53783
3987	64660.58534
3988	64656.15005
3989	64650.70229
3990	64646.91413
3991	64643.6628
3992	64639.67773
3993	64637.64657
3994	64632.06211
3995	64630.09689
3996	64627.71224
3997	64623.52985
3998	64619.20736
3999	64616.14465
4000	64611.55406
4001	64608.93577
4002	64606.11621
4003	64601.06663
4004	64597.11642
4005	64595.76499
4006	64592.9489
4007	64590.38905
4008	64587.28657
4009	64583.37197
4010	64577.63774
4011	64573.94429
4012	64571.79951
4013	64569.30205
4014	64565.9772
4015	64562.43952
4016	64558.6229
4017	64555.78496
4018	64553.5894
4019	64549.42562
4020	64548.37606
4021	64547.23506
4022	64544.66215
4023	64540.18325
4024	64538.36791
4025	64533.87266
4026	64532.6689
4027	64530.95351
4028	64528.54272
4029	64525.10066
4030	64521.98581
4031	64519.87649
4032	64517.5515
4033	64514.29174
4034	64511.48428
4035	64508.91025
4036	64506.1648
4037	64503.63183
4038	64501.13349
4039	64497.56011
4040	64494.0652
4041	64491.42123
4042	64487.38751
4043	64484.50335
4044	64481.97357
4045	64476.72614
4046	64474.95883
4047	64471.54742
4048	64469.65959
4049	64466.93872
4050	64464.50765
4051	64460.80569
4052	64456.54229
4053	64451.58622
4054	64449.71868
4055	64448.52932
4056	64444.99558
4057	64439.98092
4058	64435.99358
4059	64432.94028
4060	64429.55112
4061	64427.34644
4062	64424.65526
4063	64420.48279
4064	64418.05617
4065	64415.74623
4066	64412.32461
4067	64405.45997
4068	64404.56651
4069	64402.88286
4070	64399.65653
4071	64397.43186
4072	64394.3471
4073	64390.53142
4074	64388.28364
4075	64384.88328
4076	64382.29347
4077	64379.06633
4078	64377.34883
4079	64373.31175
4080	64370.95382
4081	64366.43519
4082	64364.22758
4083	64362.60219
4084	64359.14872
4085	64356.39877
4086	64354.66873
4087	64351.86441
4088	64348.97562
4089	64344.14568
4090	64336.33808
4091	64334.08481
4092	64332.24065
4093	64329.43181
4094	64327.71953
4095	64326.07417
4096	64323.83572
4097	64321.47045
4098	64320.08342
4099	64317.36216
4100	64312.7013
4101	64309.05374
4102	64306.62317
4103	64305.08821
4104	64302.57143
4105	64301.13065
4106	64298.48593
4107	64296.42846
4108	64294.78294
4109	64292.70931
4110	64288.24351
4111	64286.16344
4112	64284.94727
4113	64281.58184
4114	64274.1981
4115	64271.31069
4116	64268.89717
4117	64267.01978
4118	64264.00575
4119	64262.10662
4120	64259.25224
4121	64257.22972
4122	64254.50041
4123	64252.59806
4124	64250.11236
4125	64247.27134
4126	64244.64982
4127	64241.9861
4128	64239.54476
4129	64235.63691
4130	64230.39396
4131	64225.69401
4132	64221.09865
4133	64217.76389
4134	64215.01565
4135	64213.34985
4136	64209.23426
4137	64206.36742
4138	64204.16176
4139	64202.65265
4140	64198.60056
4141	64195.16423
4142	64192.67269
4143	64188.27056
4144	64185.15573
4145	64182.43131
4146	64180.96594
4147	64179.38175
4148	64175.9147
4149	64173.06204
4150	64170.79343
4151	64169.07713
4152	64166.06445
4153	64163.62335
4154	64160.49108
4155	64159.06571
4156	64154.96019
4157	64152.91195
4158	64147.33934
4159	64145.10112
4160	64143.97829
4161	64139.79323
4162	64136.04989
4163	64133.11252
4164	64129.66033
4165	64127.88446
4166	64124.09575
4167	64122.30326
4168	64118.75126
4169	64116.38595
4170	64113.40011
4171	64110.07205
4172	64108.73259
4173	64105.21364
4174	64102.52023
4175	64100.4356
4176	64097.42715
4177	64094.00956
4178	64090.90031
4179	64087.83047
4180	64085.00692
4181	64083.77028
4182	64080.17319
4183	64077.76521
4184	64073.44923
4185	64070.8077
4186	64067.40051
4187	64064.08015
4188	64062.44789
4189	64058.87225
4190	64055.09934
4191	64053.03903
4192	64048.43483
4193	64045.26318
4194	64043.02592
4195	64040.79475
4196	64035.79392
4197	64028.92945
4198	64026.79308
4199	64025.65083
4200	64023.85933
4201	64020.99473
4202	64017.89749
4203	64015.48379
4204	64010.67245
4205	64009.47339
4206	64007.5485
4207	64005.56375
4208	64002.14742
4209	63999.17811
4210	63994.89419
4211	63992.31484
4212	63989.1305
4213	63987.19548
4214	63983.84909
4215	63981.00016
4216	63978.73548
4217	63976.81317
4218	63974.53229
4219	63973.41063
4220	63971.6306
4221	63969.59035
4222	63968.36894
4223	63966.84255
4224	63965.80574
4225	63963.29187
4226	63961.87738
4227	63959.92805
4228	63956.24592
4229	63953.9644
4230	63951.07117
4231	63948.59135
4232	63947.29698
4233	63944.74441
4234	63942.12122
4235	63939.7799
4236	63934.64087
4237	63931.03085
4238	63927.85083
4239	63923.69889
4240	63920.30255
4241	63916.52364
4242	63913.20186
4243	63910.38778
4244	63907.48258
4245	63905.42153
4246	63901.46612
4247	63900.28518
4248	63897.7882
4249	63893.93527
4250	63890.92819
4251	63886.56859
4252	63882.25294
4253	63878.70851
4254	63874.08785
4255	63871.11421
4256	63866.54691
4257	63865.33154
4258	63861.7671
4259	63860.01232
4260	63856.64896
4261	63853.2456
4262	63851.98158
4263	63846.11593
4264	63842.84856
4265	63840.75353
4266	63836.82802
4267	63833.97756
4268	63828.04986
4269	63824.02812
4270	63821.03516
4271	63819.45518
4272	63817.9846
4273	63816.20136
4274	63813.90595
4275	63812.91417
4276	63810.3001
4277	63807.04598
4278	63803.66288
4279	63801.187
4280	63799.47199
4281	63798.02935
4282	63795.11167
4283	63792.98891
4284	63787.71547
4285	63785.06944
4286	63781.70884
4287	63779.71577
4288	63776.85858
4289	63774.52482
4290	63771.03566
4291	63769.1616
4292	63766.36895
4293	63763.18733
4294	63760.52913
4295	63758.68761
4296	63754.20286
4297	63750.65561
4298	63747.14372
4299	63745.51913
4300	63742.15835
4301	63738.03193
4302	63736.15645
4303	63732.80881
4304	63731.68496
4305	63729.68336
4306	63726.41897
4307	63723.52535
4308	63720.65183
4309	63719.27232
4310	63716.20702
4311	63714.07585
4312	63711.14199
4313	63708.01624
4314	63702.90913
4315	63701.09322
4316	63698.4009
4317	63694.134
4318	63691.03783
4319	63688.83752
4320	63682.40699
4321	63679.12286
4322	63675.12108
4323	63673.9473
4324	63670.43491
4325	63667.75509
4326	63662.80014
4327	63659.90318
4328	63654.94742
4329	63651.51263
4330	63647.33247
4331	63643.86944
4332	63640.79955
4333	63639.41238
4334	63635.53583
4335	63629.70453
4336	63624.68813
4337	63622.85188
4338	63620.02128
4339	63617.43508
4340	63616.15202
4341	63614.6789
4342	63613.84151
4343	63611.77888
4344	63609.63782
4345	63606.6551
4346	63605.27693
4347	63603.15235
4348	63600.39453
4349	63598.55097
4350	63595.10666
4351	63593.08526
4352	63590.47848
4353	63589.21342
4354	63587.47597
4355	63585.0615
4356	63580.48008
4357	63578.64433
4358	63576.53114
4359	63574.24725
4360	63571.79001
4361	63569.15452
4362	63567.04559
4363	63565.06165
4364	63561.38197
4365	63557.53334
4366	63554.99411
4367	63553.24891
4368	63547.50432
4369	63543.51961
4370	63541.06899
4371	63539.07979
4372	63536.39256
4373	63535.03259
4374	63531.89493
4375	63528.48409
4376	63525.58289
4377	63524.78258
4378	63522.63838
4379	63518.15882
4380	63516.14963
4381	63514.11837
4382	63510.61047
4383	63505.51237
4384	63504.40136
4385	63501.69723
4386	63497.85963
4387	63492.17631
4388	63487.22844
4389	63484.29029
4390	63482.51889
4391	63478.78276
4392	63474.3146
4393	63471.80689
4394	63467.82038
4395	63465.48552
4396	63461.5975
4397	63457.90225
4398	63455.80012
4399	63452.01402
4400	63448.57283
4401	63447.18545
4402	63444.06501
4403	63442.54653
4404	63439.43837
4405	63435.18062
4406	63432.94486
4407	63430.34323
4408	63426.33941
4409	63423.55396
4410	63421.43807
4411	63419.38565
4412	63418.43796
4413	63414.36298
4414	63411.42182
4415	63408.13914
4416	63404.81957
4417	63403.31175
4418	63400.42246
4419	63397.14612
4420	63394.10593
4421	63391.15113
4422	63385.6528
4423	63383.42308
4424	63380.5347
4425	63377.08315
4426	63374.71911
4427	63372.38921
4428	63370.57231
4429	63367.41339
4430	63364.73198
4431	63363.33858
4432	63360.54767
4433	63355.14704
4434	63353.73026
4435	63351.5217
4436	63349.36543
4437	63345.69973
4438	63342.38729
4439	63339.02063
4440	63335.74716
4441	63333.55782
4442	63328.68765
4443	63325.79391
4444	63324.01973
4445	63322.41441
4446	63320.88217
4447	63318.32504
4448	63313.43632
4449	63308.58141
4450	63305.97203
4451	63300.9863
4452	63296.63835
4453	63294.57254
4454	63292.3472
4455	63290.88705
4456	63286.86535
4457	63282.85919
4458	63281.35665
4459	63278.5948
4460	63273.85301
4461	63269.88833
4462	63267.32898
4463	63266.37407
4464	63264.79054
4465	63261.51851
4466	63258.00144
4467	63255.71902
4468	63252.58937
4469	63250.92267
4470	63250.18677
4471	63248.27722
4472	63247.03991
4473	63244.25936
4474	63241.86826
4475	63240.51364
4476	63237.3593
4477	63234.85929
4478	63233.7635
4479	63232.4824
4480	63225.62333
4481	63222.79738
4482	63220.99887
4483	63218.97005
4484	63217.05213
4485	63215.83633
4486	63213.25524
4487	63211.68371
4488	63208.54246
4489	63205.90227
4490	63203.89004
4491	63200.68347
4492	63196.88792
4493	63193.98451
4494	63191.72533
4495	63191.05947
4496	63188.30522
4497	63186.35193
4498	63183.41897
4499	63180.79535
4500	63178.20328
4501	63174.69145
4502	63172.99868
4503	63171.2649
4504	63170.05694
4505	63167.05102
4506	63164.6757
4507	63162.37879
4508	63158.57533
4509	63155.15188
4510	63152.07447
4511	63150.30976
4512	63146.12973
4513	63144.31386
4514	63137.57366
4515	63133.64343
4516	63132.49126
4517	63128.86889
4518	63127.07583
4519	63122.83341
4520	63120.15573
4521	63118.41487
4522	63117.03545
4523	63112.92449
4524	63109.68727
4525	63107.56066
4526	63105.10236
4527	63101.90414
4528	63099.3097
4529	63096.68324
4530	63092.02783
4531	63087.62621
4532	63084.75773
4533	63083.16327
4534	63081.25474
4535	63080.08737
4536	63078.46332
4537	63076.19307
4538	63073.84807
4539	63069.46143
4540	63066.80127
4541	63064.49299
4542	63058.69862
4543	63055.00259
4544	63052.11244
4545	63049.50471
4546	63046.93814
4547	63044.39784
4548	63042.52528
4549	63040.70443
4550	63037.26977
4551	63036.18857
4552	63032.88454
4553	63027.83921
4554	63024.37654
4555	63021.01086
4556	63017.923
4557	63016.18744
4558	63013.19941
4559	63011.45978
4560	63008.53228
4561	63006.5537
4562	63004.78449
4563	63001.86683
4564	62999.15473
4565	62995.40819
4566	62992.96063
4567	62991.79667
4568	62988.98951
4569	62982.11366
4570	62979.4925
4571	62975.50795
4572	62971.15551
4573	62969.98057
4574	62965.46603
4575	62961.24566
4576	62958.33802
4577	62952.68009
4578	62946.86382
4579	62943.907
4580	62942.48343
4581	62939.54869
4582	62938.83642
4583	62936.29423
4584	62933.97231
4585	62931.56187
4586	62930.2681
4587	62928.44121
4588	62924.30727
4589	62921.97751
4590	62919.79781
4591	62918.29305
4592	62913.24741
4593	62912.30317
4594	62910.40234
4595	62907.05042
4596	62903.40669
4597	62901.62837
4598	62896.03125
4599	62892.09096
4600	62889.32556
4601	62887.45825
4602	62884.18073
4603	62881.89279
4604	62879.79538
4605	62877.47054
4606	62872.10591
4607	62868.53822
4608	62866.04023
4609	62861.67734
4610	62858.88169
4611	62856.99056
4612	62852.7262
4613	62849.35818
4614	62847.10829
4615	62843.54249
4616	62840.18452
4617	62838.6241
4618	62837.27063
4619	62835.22028
4620	62831.46588
4621	62827.0627
4622	62822.71386
4623	62820.99232
4624	62817.37738
4625	62816.19634
4626	62812.69778
4627	62809.53592
4628	62803.44729
4629	62799.39754
4630	62798.08406
4631	62796.49079
4632	62794.73615
4633	62793.40961
4634	62791.29049
4635	62788.40385
4636	62787.17658
4637	62785.99864
4638	62781.81843
4639	62779.65079
4640	62775.74321
4641	62770.90237
4642	62767.1436
4643	62765.02724
4644	62763.20983
4645	62761.27186
4646	62758.89883
4647	62755.17193
4648	62753.41165
4649	62750.34747
4650	62748.42528
4651	62746.28157
4652	62744.05352
4653	62737.64778
4654	62735.03319
4655	62732.73646
4656	62726.38258
4657	62724.55096
4658	62723.36743
4659	62719.05258
4660	62715.2263
4661	62711.81669
4662	62709.98958
4663	62707.01058
4664	62704.08959
4665	62700.54002
4666	62698.11567
4667	62694.70335
4668	62690.91572
4669	62685.51339
4670	62684.00483
4671	62681.6714
4672	62680.27744
4673	62679.14381
4674	62674.85081
4675	62672.34479
4676	62669.74013
4677	62665.84367
4678	62664.38314
4679	62662.43839
4680	62658.36284
4681	62655.04403
4682	62650.189
4683	62648.04413
4684	62647.21809
4685	62646.01228
4686	62642.06683
4687	62639.44777
4688	62637.41488
4689	62635.89678
4690	62632.42945
4691	62630.61736
4692	62628.92279
4693	62626.05057
4694	62621.47056
4695	62619.03579
4696	62617.48459
4697	62616.10601
4698	62614.256
4699	62609.29825
4700	62606.61361
4701	62603.71846
4702	62600.83354
4703	62598.05063
4704	62595.12709
4705	62592.03709
4706	62589.51795
4707	62587.13101
4708	62585.29919
4709	62582.411
4710	62578.23274
4711	62574.9504
4712	62572.67443
4713	62569.67131
4714	62566.12037
4715	62563.72228
4716	62562.13819
4717	62560.17696
4718	62558.76586
4719	62553.69565
4720	62552.79297
4721	62551.64623
4722	62549.61905
4723	62548.56846
4724	62544.932
4725	62543.31459
4726	62541.83405
4727	62539.93992
4728	62535.90828
4729	62533.37624
4730	62529.83334
4731	62528.58552
4732	62523.17548
4733	62522.53932
4734	62521.23636
4735	62516.82385
4736	62514.14078
4737	62511.48866
4738	62506.93194
4739	62505.11862
4740	62503.39695
4741	62497.91621
4742	62496.4595
4743	62494.94958
4744	62493.74109
4745	62490.4801
4746	62487.88521
4747	62486.10284
4748	62483.32491
4749	62478.99284
4750	62477.37172
4751	62475.5606
4752	62472.4074
4753	62469.86024
4754	62467.31805
4755	62464.73269
4756	62463.27212
4757	62459.72874
4758	62458.24572
4759	62456.63318
4760	62454.13174
4761	62451.73416
4762	62450.41849
4763	62449.14437
4764	62448.01511
4765	62445.70033
4766	62444.4537
4767	62442.00509
4768	62439.41525
4769	62436.74975
4770	62433.38407
4771	62429.38
4772	62427.77774
4773	62424.9947
4774	62421.56965
4775	62418.1213
4776	62414.90065
4777	62413.31532
4778	62409.82467
4779	62405.97767
4780	62402.47121
4781	62400.80396
4782	62399.33833
4783	62397.36049
4784	62394.62339
4785	62392.39622
4786	62390.01856
4787	62388.20127
4788	62383.09556
4789	62379.95797
4790	62377.72185
4791	62375.39251
4792	62372.4348
4793	62369.11849
4794	62364.15643
4795	62362.50565
4796	62361.01668
4797	62359.52438
4798	62355.87543
4799	62354.05202
4800	62352.03077
4801	62349.3072
4802	62347.48546
4803	62345.16297
4804	62342.48286
4805	62340.55656
4806	62339.55536
4807	62337.49311
4808	62334.4609
4809	62330.19027
4810	62325.50316
4811	62323.00992
4812	62320.14458
4813	62317.4304
4814	62315.97846
4815	62313.69249
4816	62311.06486
4817	62308.79844
4818	62306.8561
4819	62304.05786
4820	62302.73048
4821	62301.15387
4822	62299.47512
4823	62297.94602
4824	62295.5431
4825	62291.40577
4826	62290.13459
4827	62288.7239
4828	62285.32931
4829	62282.72232
4830	62281.52256
4831	62279.12334
4832	62277.17476
4833	62274.9695
4834	62273.89152
4835	62270.99094
4836	62267.91004
4837	62263.61949
4838	62261.74316
4839	62260.53098
4840	62256.9211
4841	62255.25903
4842	62252.96449
4843	62250.17025
4844	62247.29919
4845	62244.90187
4846	62243.26925
4847	62241.801
4848	62240.01818
4849	62237.86205
4850	62230.84072
4851	62226.39126
4852	62223.11824
4853	62219.84889
4854	62216.85393
4855	62214.07705
4856	62212.70103
4857	62208.18977
4858	62203.81851
4859	62203.15822
4860	62200.24052
4861	62197.7225
4862	62193.77144
4863	62191.19214
4864	62188.29569
4865	62185.4779
4866	62183.7565
4867	62181.51258
4868	62179.11052
4869	62177.94788
4870	62176.16563
4871	62175.17109
4872	62172.93732
4873	62170.6301
4874	62168.90925
4875	62166.84222
4876	62163.83066
4877	62162.88234
4878	62161.30407
4879	62160.48196
4880	62156.87627
4881	62153.8608
4882	62151.50902
4883	62148.61003
4884	62146.91663
4885	62143.51175
4886	62141.08275
4887	62138.96363
4888	62134.54295
4889	62131.55771
4890	62128.45634
4891	62127.08242
4892	62124.52873
4893	62121.42019
4894	62119.3259
4895	62117.75904
4896	62116.02551
4897	62114.8137
4898	62111.01463
4899	62108.75466
4900	62105.8884
4901	62104.10831
4902	62100.95208
4903	62096.01471
4904	62093.42991
4905	62090.96793
4906	62089.12332
4907	62087.93139
4908	62085.03634
4909	62083.46076
4910	62081.06034
4911	62079.52628
4912	62077.58914
4913	62075.50299
4914	62074.32677
4915	62072.9039
4916	62071.58196
4917	62070.31783
4918	62068.64225
4919	62065.84872
4920	62064.52449
4921	62061.84607
4922	62060.28376
4923	62055.48622
4924	62052.92474
4925	62051.5925
4926	62049.15957
4927	62047.76345
4928	62044.55839
4929	62043.69628
4930	62041.44199
4931	62039.64179
4932	62035.82697
4933	62033.27486
4934	62031.65865
4935	62030.43725
4936	62027.39778
4937	62024.91936
4938	62022.07938
4939	62019.77221
4940	62017.26393
4941	62015.56812
4942	62014.89533
4943	62014.22918
4944	62011.00358
4945	62009.67033
4946	62004.20244
4947	62002.07255
4948	62000.24083
4949	61998.86152
4950	61997.44319
4951	61994.21083
4952	61992.41893
4953	61990.84171
4954	61988.28753
4955	61987.13412
4956	61983.20378
4957	61981.63019
4958	61980.19462
4959	61978.28571
4960	61975.58851
4961	61974.40128
4962	61972.32729
4963	61970.49768
4964	61967.26451
4965	61963.34454
4966	61960.1736
4967	61958.42904
4968	61955.56522
4969	61952.24429
4970	61950.87221
4971	61947.09182
4972	61944.07659
4973	61942.02025
4974	61940.23377
4975	61938.52717
4976	61935.70775
4977	61933.60692
4978	61931.99595
4979	61930.72951
4980	61928.05016
4981	61926.10053
4982	61922.78739
4983	61919.11998
4984	61917.62853
4985	61916.73963
4986	61911.47484
4987	61909.86969
4988	61907.38843
4989	61905.57427
4990	61901.14624
4991	61895.73665
4992	61894.48602
4993	61891.71132
4994	61888.46933
4995	61883.81487
4996	61882.36767
4997	61881.13369
4998	61879.51268
4999	61877.88999
5000	61875.53504
5001	61874.05829
5002	61871.72211
5003	61869.35192
5004	61867.18578
5005	61865.27862
5006	61862.08726
5007	61860.39835
5008	61858.8967
5009	61855.87071
5010	61851.7995
5011	61849.85962
5012	61848.47916
5013	61845.07853
5014	61843.56594
5015	61841.98295
5016	61839.68026
5017	61837.3455
5018	61832.88708
5019	61831.59707
5020	61829.36717
5021	61827.78787
5022	61824.97006
5023	61823.41933
5024	61822.54951
5025	61817.58453
5026	61816.64834
5027	61815.33959
5028	61811.33494
5029	61805.95289
5030	61804.21926
5031	61801.0057
5032	61798.0998
5033	61796.42712
5034	61791.90528
5035	61789.66012
5036	61785.54254
5037	61783.22534
5038	61779.85305
5039	61776.8037
5040	61774.80623
5041	61772.59598
5042	61770.57136
5043	61767.95896
5044	61766.76607
5045	61764.58853
5046	61761.94126
5047	61760.75185
5048	61757.02337
5049	61754.61323
5050	61753.07877
5051	61749.35637
5052	61747.15496
5053	61746.46989
5054	61744.84639
5055	61743.67025
5056	61741.51182
5057	61739.31626
5058	61736.51467
5059	61734.47054
5060	61732.26414
5061	61729.79402
5062	61727.23103
5063	61724.2582
5064	61722.03393
5065	61719.65366
5066	61715.43013
5067	61713.3516
5068	61711.66205
5069	61709.53179
5070	61707.13884
5071	61705.76887
5072	61703.26044
5073	61701.75274
5074	61698.10147
5075	61694.27038
5076	61692.15017
5077	61690.47672
5078	61687.46719
5079	61685.90964
5080	61684.54711
5081	61681.66624
5082	61678.4147
5083	61674.40773
5084	61673.22227
5085	61669.69748
5086	61667.07491
5087	61665.68143
5088	61663.74852
5089	61660.4562
5090	61657.1357
5091	61655.0997
5092	61651.5564
5093	61650.11277
5094	61647.7298
5095	61644.21628
5096	61643.31189
5097	61639.97177
5098	61636.25418
5099	61631.85542
5100	61628.02913
5101	61625.7899
5102	61624.78672
5103	61620.96283
5104	61619.54484
5105	61616.76161
5106	61614.75184
5107	61612.63978
5108	61609.56707
5109	61608.53073
5110	61605.31573
5111	61604.25634
5112	61602.51355
5113	61600.31777
5114	61595.30915
5115	61592.95281
5116	61592.37565
5117	61590.21298
5118	61587.55733
5119	61586.36961
5120	61584.58735
5121	61582.11292
5122	61579.0679
5123	61577.59658
5124	61576.15828
5125	61574.95717
5126	61573.90213
5127	61572.07449
5128	61569.9166
5129	61567.32941
5130	61563.23123
5131	61559.31155
5132	61557.68796
5133	61555.13171
5134	61552.21475
5135	61550.16002
5136	61547.9445
5137	61544.50079
5138	61543.26058
5139	61541.47693
5140	61538.82496
5141	61536.68288
5142	61531.22686
5143	61529.95317
5144	61528.62232
5145	61526.53698
5146	61521.40132
5147	61516.07287
5148	61514.82642
5149	61511.74112
5150	61509.59564
5151	61507.27516
5152	61504.26863
5153	61501.95244
5154	61498.32186
5155	61496.73794
5156	61494.77508
5157	61493.56696
5158	61491.0131
5159	61489.64654
5160	61487.76826
5161	61484.89048
5162	61482.9587
5163	61479.87591
5164	61477.50382
5165	61472.88594
5166	61469.33912
5167	61465.45687
5168	61464.06214
5169	61462.79841
5170	61460.98042
5171	61456.51737
5172	61455.58932
5173	61453.10096
5174	61451.37081
5175	61450.83689
5176	61446.27415
5177	61444.61886
5178	61443.45133
5179	61441.85403
5180	61438.64221
5181	61435.77034
5182	61435.02992
5183	61430.3984
5184	61427.33699
5185	61424.20488
5186	61421.72251
5187	61417.91604
5188	61414.9629
5189	61410.90992
5190	61407.33418
5191	61403.49964
5192	61401.03245
5193	61399.49111
5194	61397.63702
5195	61395.71405
5196	61393.08422
5197	61390.5356
5198	61388.27589
5199	61385.28021
5200	61383.20442
5201	61381.96978
5202	61379.84138
5203	61377.91873
5204	61376.38614
5205	61373.09694
5206	61371.46898
5207	61368.11415
5208	61364.5703
5209	61360.7195
5210	61356.78543
5211	61355.11594
5212	61353.24586
5213	61350.32179
5214	61348.04229
5215	61345.72388
5216	61343.63796
5217	61342.32862
5218	61340.43633
5219	61339.00714
5220	61336.62868
5221	61334.22307
5222	61329.53589
5223	61327.52471
5224	61325.38854
5225	61323.2632
5226	61321.48944
5227	61317.57409
5228	61315.90975
5229	61314.257
5230	61311.78978
5231	61309.95759
5232	61307.1573
5233	61305.93224
5234	61302.51001
5235	61300.38571
5236	61296.48859
5237	61295.71307
5238	61293.80842
5239	61292.49772
5240	61291.45788
5241	61288.68772
5242	61286.69092
5243	61284.42835
5244	61283.41362
5245	61281.13196
5246	61278.1801
5247	61275.27574
5248	61273.58814
5249	61270.83101
5250	61266.95887
5251	61265.24849
5252	61263.78967
5253	61261.52856
5254	61259.56057
5255	61256.0151
5256	61254.27941
5257	61252.05765
5258	61248.92657
5259	61246.02483
5260	61241.22065
5261	61238.12109
5262	61236.74618
5263	61235.45092
5264	61232.79488
5265	61230.87325
5266	61229.01743
5267	61226.67995
5268	61225.076
5269	61221.44272
5270	61219.1408
5271	61214.93135
5272	61212.62403
5273	61211.33048
5274	61209.92911
5275	61206.35582
5276	61201.6191
5277	61200.60182
5278	61199.02639
5279	61198.37867
5280	61197.44561
5281	61195.88672
5282	61193.73895
5283	61191.32621
5284	61189.71854
5285	61188.09951
5286	61185.62065
5287	61183.9417
5288	61182.88167
5289	61180.70976
5290	61177.55
5291	61175.21816
5292	61174.07081
5293	61172.23806
5294	61170.48017
5295	61168.39123
5296	61166.76225
5297	61162.95095
5298	61161.1151
5299	61160.46166
5300	61158.13841
5301	61154.68334
5302	61153.23535
5303	61151.25085
5304	61148.70151
5305	61145.62949
5306	61143.38868
5307	61140.51707
5308	61139.03942
5309	61137.12671
5310	61134.95231
5311	61133.25598
5312	61130.94133
5313	61127.27662
5314	61125.95011
5315	61124.18502
5316	61122.7698
5317	61121.75597
5318	61119.00731
5319	61116.58575
5320	61115.77179
5321	61112.49264
5322	61111.40282
5323	61109.49063
5324	61107.84536
5325	61106.30265
5326	61105.04429
5327	61099.85276
5328	61098.10143
5329	61095.51963
5330	61094.58167
5331	61091.20236
5332	61087.0745
5333	61085.18608
5334	61081.20389
5335	61078.74607
5336	61076.45396
5337	61074.9727
5338	61071.33753
5339	61069.45387
5340	61068.12643
5341	61065.03304
5342	61064.0062
5343	61062.38267
5344	61061.37377
5345	61059.732
5346	61057.53921
5347	61055.57751
5348	61054.3761
5349	61052.39252
5350	61050.60921
5351	61048.04591
5352	61046.03397
5353	61044.59805
5354	61042.669
5355	61040.81915
5356	61038.83855
5357	61036.78599
5358	61034.75238
5359	61030.78824
5360	61029.43685
5361	61027.77581
5362	61026.39897
5363	61024.44224
5364	61020.78512
5365	61018.73655
5366	61017.52372
5367	61016.46384
5368	61014.19423
5369	61011.2078
5370	61009.15762
